phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,616,expect_first,global,24.png,positive,extinction,14
globalratings,616,expect_first,global,5.png,neutral,extinction,17
globalratings,616,expect_first,global,23.png,neutral,extinction,17
globalratings,616,expect_first,global,10.png,neutral,extinction,9
globalratings,616,expect_first,global,17.png,extinction,negative,3
globalratings,616,expect_first,global,9.png,extinction,negative,6
globalratings,616,expect_first,global,18.png,positive,extinction,13
globalratings,616,expect_first,global,3.png,positive,extinction,14
globalratings,616,expect_first,global,11.png,extinction,neutral,9
globalratings,616,expect_first,global,14.png,negative,extinction,5
globalratings,616,expect_first,global,20.png,extinction,positive,14
globalratings,616,expect_first,global,7.png,negative,extinction,14
globalratings,616,expect_first,global,4.png,extinction,positive,6
globalratings,616,expect_first,global,8.png,negative,extinction,2
globalratings,616,expect_first,global,21.png,extinction,negative,9
globalratings,616,expect_first,global,26.png,extinction,neutral,4
globalratings,616,expect_first,global,1.png,extinction,positive,6
globalratings,616,expect_first,global,12.png,extinction,neutral,6
