phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,388,eval_first,global,14.png,negative,extinction,11
globalratings,388,eval_first,global,26.png,extinction,negative,7
globalratings,388,eval_first,global,12.png,positive,extinction,5
globalratings,388,eval_first,global,3.png,positive,extinction,6
globalratings,388,eval_first,global,11.png,extinction,neutral,9
globalratings,388,eval_first,global,20.png,extinction,neutral,8
globalratings,388,eval_first,global,8.png,extinction,negative,0
globalratings,388,eval_first,global,24.png,extinction,positive,6
globalratings,388,eval_first,global,17.png,negative,extinction,2
globalratings,388,eval_first,global,23.png,extinction,negative,10
globalratings,388,eval_first,global,4.png,positive,extinction,8
globalratings,388,eval_first,global,21.png,negative,extinction,2
globalratings,388,eval_first,global,1.png,neutral,extinction,4
globalratings,388,eval_first,global,5.png,extinction,positive,9
globalratings,388,eval_first,global,18.png,neutral,extinction,9
globalratings,388,eval_first,global,10.png,extinction,neutral,4
globalratings,388,eval_first,global,7.png,extinction,positive,6
globalratings,388,eval_first,global,9.png,neutral,extinction,6
