phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,355,expect_first,global,14.png,neutral,extinction,9
globalratings,355,expect_first,global,24.png,neutral,extinction,6
globalratings,355,expect_first,global,3.png,extinction,neutral,12
globalratings,355,expect_first,global,1.png,extinction,neutral,10
globalratings,355,expect_first,global,17.png,extinction,positive,9
globalratings,355,expect_first,global,7.png,neutral,extinction,18
globalratings,355,expect_first,global,11.png,negative,extinction,6
globalratings,355,expect_first,global,18.png,negative,extinction,6
globalratings,355,expect_first,global,8.png,extinction,positive,6
globalratings,355,expect_first,global,9.png,negative,extinction,8
globalratings,355,expect_first,global,5.png,extinction,positive,10
globalratings,355,expect_first,global,20.png,extinction,negative,9
globalratings,355,expect_first,global,12.png,positive,extinction,12
globalratings,355,expect_first,global,4.png,extinction,negative,10
globalratings,355,expect_first,global,26.png,extinction,neutral,11
globalratings,355,expect_first,global,23.png,positive,extinction,7
globalratings,355,expect_first,global,10.png,positive,extinction,8
globalratings,355,expect_first,global,21.png,extinction,negative,5
