phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,534,eval_first,c2,24.png,extinction,neutral,12
c2ratings,534,eval_first,c2,23.png,positive,extinction,14
c2ratings,534,eval_first,c2,5.png,extinction,positive,18
c2ratings,534,eval_first,c2,17.png,extinction,negative,18
c2ratings,534,eval_first,c2,18.png,neutral,extinction,0
c2ratings,534,eval_first,c2,14.png,extinction,negative,18
c2ratings,534,eval_first,c2,8.png,extinction,positive,9
c2ratings,534,eval_first,c2,7.png,extinction,negative,16
c2ratings,534,eval_first,c2,4.png,extinction,neutral,5
c2ratings,534,eval_first,c2,26.png,negative,extinction,5
c2ratings,534,eval_first,c2,10.png,positive,extinction,5
c2ratings,534,eval_first,c2,21.png,neutral,extinction,14
c2ratings,534,eval_first,c2,20.png,extinction,neutral,4
c2ratings,534,eval_first,c2,12.png,negative,extinction,15
c2ratings,534,eval_first,c2,11.png,extinction,positive,3
c2ratings,534,eval_first,c2,1.png,positive,extinction,13
c2ratings,534,eval_first,c2,9.png,negative,extinction,10
c2ratings,534,eval_first,c2,3.png,neutral,extinction,16
