phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,424,eval_first,global,24.png,positive,extinction,15
globalratings,424,eval_first,global,23.png,extinction,negative,6
globalratings,424,eval_first,global,14.png,neutral,extinction,13
globalratings,424,eval_first,global,5.png,negative,extinction,10
globalratings,424,eval_first,global,3.png,neutral,extinction,8
globalratings,424,eval_first,global,12.png,extinction,positive,17
globalratings,424,eval_first,global,26.png,negative,extinction,4
globalratings,424,eval_first,global,10.png,extinction,neutral,13
globalratings,424,eval_first,global,9.png,extinction,positive,9
globalratings,424,eval_first,global,11.png,extinction,positive,6
globalratings,424,eval_first,global,7.png,negative,extinction,5
globalratings,424,eval_first,global,1.png,extinction,neutral,16
globalratings,424,eval_first,global,21.png,extinction,neutral,18
globalratings,424,eval_first,global,4.png,neutral,extinction,18
globalratings,424,eval_first,global,18.png,positive,extinction,12
globalratings,424,eval_first,global,8.png,positive,extinction,13
globalratings,424,eval_first,global,20.png,extinction,negative,4
globalratings,424,eval_first,global,17.png,extinction,negative,1
