phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,391,expect_first,global,18.png,negative,extinction,13
globalratings,391,expect_first,global,23.png,extinction,positive,15
globalratings,391,expect_first,global,5.png,extinction,negative,11
globalratings,391,expect_first,global,20.png,extinction,positive,8
globalratings,391,expect_first,global,26.png,neutral,extinction,8
globalratings,391,expect_first,global,4.png,neutral,extinction,6
globalratings,391,expect_first,global,3.png,extinction,neutral,3
globalratings,391,expect_first,global,24.png,positive,extinction,10
globalratings,391,expect_first,global,12.png,negative,extinction,3
globalratings,391,expect_first,global,10.png,extinction,neutral,8
globalratings,391,expect_first,global,9.png,extinction,negative,5
globalratings,391,expect_first,global,14.png,extinction,positive,10
globalratings,391,expect_first,global,8.png,positive,extinction,3
globalratings,391,expect_first,global,7.png,positive,extinction,11
globalratings,391,expect_first,global,21.png,extinction,neutral,6
globalratings,391,expect_first,global,17.png,extinction,negative,2
globalratings,391,expect_first,global,11.png,neutral,extinction,2
globalratings,391,expect_first,global,1.png,negative,extinction,2
