phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c1ratings,620,expect_first,c1,10.png,positive,extinction,11
c1ratings,620,expect_first,c1,3.png,negative,extinction,7
c1ratings,620,expect_first,c1,18.png,extinction,neutral,12
c1ratings,620,expect_first,c1,5.png,extinction,negative,16
c1ratings,620,expect_first,c1,21.png,negative,extinction,5
c1ratings,620,expect_first,c1,17.png,positive,extinction,7
c1ratings,620,expect_first,c1,7.png,extinction,neutral,6
c1ratings,620,expect_first,c1,26.png,extinction,neutral,9
c1ratings,620,expect_first,c1,12.png,extinction,negative,14
c1ratings,620,expect_first,c1,23.png,extinction,positive,13
c1ratings,620,expect_first,c1,14.png,extinction,positive,12
c1ratings,620,expect_first,c1,8.png,negative,extinction,4
c1ratings,620,expect_first,c1,20.png,positive,extinction,4
c1ratings,620,expect_first,c1,24.png,neutral,extinction,14
c1ratings,620,expect_first,c1,1.png,extinction,positive,5
c1ratings,620,expect_first,c1,4.png,neutral,extinction,7
c1ratings,620,expect_first,c1,11.png,neutral,extinction,14
c1ratings,620,expect_first,c1,9.png,extinction,negative,10
