phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,474,eval_first,c2,8.png,extinction,positive,14
c2ratings,474,eval_first,c2,14.png,extinction,negative,0
c2ratings,474,eval_first,c2,18.png,positive,extinction,16
c2ratings,474,eval_first,c2,11.png,extinction,positive,16
c2ratings,474,eval_first,c2,1.png,negative,extinction,14
c2ratings,474,eval_first,c2,17.png,extinction,neutral,10
c2ratings,474,eval_first,c2,21.png,neutral,extinction,17
c2ratings,474,eval_first,c2,9.png,extinction,negative,10
c2ratings,474,eval_first,c2,24.png,negative,extinction,13
c2ratings,474,eval_first,c2,10.png,positive,extinction,16
c2ratings,474,eval_first,c2,3.png,extinction,positive,17
c2ratings,474,eval_first,c2,23.png,neutral,extinction,18
c2ratings,474,eval_first,c2,20.png,positive,extinction,18
c2ratings,474,eval_first,c2,4.png,extinction,neutral,12
c2ratings,474,eval_first,c2,12.png,negative,extinction,17
c2ratings,474,eval_first,c2,7.png,extinction,negative,2
c2ratings,474,eval_first,c2,26.png,extinction,neutral,4
c2ratings,474,eval_first,c2,5.png,neutral,extinction,16
