phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c1ratings,479,expect_first,c1,26.png,extinction,neutral,12
c1ratings,479,expect_first,c1,5.png,extinction,positive,18
c1ratings,479,expect_first,c1,24.png,extinction,negative,9
c1ratings,479,expect_first,c1,9.png,negative,extinction,12
c1ratings,479,expect_first,c1,8.png,extinction,positive,5
c1ratings,479,expect_first,c1,1.png,neutral,extinction,12
c1ratings,479,expect_first,c1,14.png,neutral,extinction,13
c1ratings,479,expect_first,c1,18.png,neutral,extinction,6
c1ratings,479,expect_first,c1,11.png,extinction,neutral,9
c1ratings,479,expect_first,c1,23.png,extinction,negative,10
c1ratings,479,expect_first,c1,4.png,negative,extinction,12
c1ratings,479,expect_first,c1,17.png,extinction,neutral,6
c1ratings,479,expect_first,c1,21.png,positive,extinction,4
c1ratings,479,expect_first,c1,20.png,positive,extinction,6
c1ratings,479,expect_first,c1,7.png,negative,extinction,15
c1ratings,479,expect_first,c1,10.png,extinction,positive,6
c1ratings,479,expect_first,c1,3.png,extinction,negative,12
c1ratings,479,expect_first,c1,12.png,positive,extinction,17
