phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,540,eval_first,c2,18.png,extinction,positive,7
c2ratings,540,eval_first,c2,11.png,extinction,neutral,18
c2ratings,540,eval_first,c2,9.png,positive,extinction,16
c2ratings,540,eval_first,c2,4.png,extinction,positive,15
c2ratings,540,eval_first,c2,10.png,neutral,extinction,1
c2ratings,540,eval_first,c2,7.png,extinction,negative,18
c2ratings,540,eval_first,c2,8.png,neutral,extinction,0
c2ratings,540,eval_first,c2,23.png,negative,extinction,2
c2ratings,540,eval_first,c2,14.png,extinction,neutral,16
c2ratings,540,eval_first,c2,5.png,extinction,positive,18
c2ratings,540,eval_first,c2,24.png,extinction,neutral,16
c2ratings,540,eval_first,c2,3.png,negative,extinction,16
c2ratings,540,eval_first,c2,1.png,extinction,negative,1
c2ratings,540,eval_first,c2,12.png,positive,extinction,18
c2ratings,540,eval_first,c2,17.png,neutral,extinction,18
c2ratings,540,eval_first,c2,26.png,negative,extinction,9
c2ratings,540,eval_first,c2,20.png,extinction,negative,0
c2ratings,540,eval_first,c2,21.png,positive,extinction,8
