phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,378,eval_first,c2,24.png,neutral,extinction,3
c2ratings,378,eval_first,c2,18.png,negative,extinction,2
c2ratings,378,eval_first,c2,20.png,positive,extinction,12
c2ratings,378,eval_first,c2,26.png,extinction,positive,6
c2ratings,378,eval_first,c2,9.png,negative,extinction,3
c2ratings,378,eval_first,c2,10.png,neutral,extinction,11
c2ratings,378,eval_first,c2,5.png,extinction,positive,17
c2ratings,378,eval_first,c2,3.png,extinction,negative,10
c2ratings,378,eval_first,c2,8.png,extinction,neutral,4
c2ratings,378,eval_first,c2,14.png,negative,extinction,17
c2ratings,378,eval_first,c2,17.png,positive,extinction,13
c2ratings,378,eval_first,c2,7.png,extinction,negative,2
c2ratings,378,eval_first,c2,11.png,neutral,extinction,2
c2ratings,378,eval_first,c2,21.png,positive,extinction,17
c2ratings,378,eval_first,c2,4.png,extinction,neutral,14
c2ratings,378,eval_first,c2,12.png,extinction,positive,14
c2ratings,378,eval_first,c2,23.png,extinction,neutral,15
c2ratings,378,eval_first,c2,1.png,extinction,negative,12
