phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,592,eval_first,global,10.png,positive,extinction,9
globalratings,592,eval_first,global,23.png,positive,extinction,14
globalratings,592,eval_first,global,4.png,neutral,extinction,8
globalratings,592,eval_first,global,24.png,negative,extinction,12
globalratings,592,eval_first,global,21.png,extinction,neutral,11
globalratings,592,eval_first,global,17.png,extinction,negative,10
globalratings,592,eval_first,global,5.png,extinction,positive,15
globalratings,592,eval_first,global,8.png,extinction,positive,7
globalratings,592,eval_first,global,18.png,extinction,positive,12
globalratings,592,eval_first,global,26.png,extinction,neutral,6
globalratings,592,eval_first,global,11.png,extinction,negative,8
globalratings,592,eval_first,global,7.png,neutral,extinction,11
globalratings,592,eval_first,global,9.png,neutral,extinction,11
globalratings,592,eval_first,global,3.png,extinction,neutral,9
globalratings,592,eval_first,global,20.png,negative,extinction,8
globalratings,592,eval_first,global,14.png,negative,extinction,8
globalratings,592,eval_first,global,12.png,positive,extinction,10
globalratings,592,eval_first,global,1.png,extinction,negative,5
