phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,418,eval_first,global,11.png,positive,extinction,11
globalratings,418,eval_first,global,5.png,extinction,positive,0
globalratings,418,eval_first,global,21.png,negative,extinction,1
globalratings,418,eval_first,global,14.png,extinction,positive,0
globalratings,418,eval_first,global,8.png,extinction,neutral,0
globalratings,418,eval_first,global,18.png,extinction,negative,9
globalratings,418,eval_first,global,3.png,positive,extinction,10
globalratings,418,eval_first,global,12.png,extinction,neutral,13
globalratings,418,eval_first,global,17.png,neutral,extinction,0
globalratings,418,eval_first,global,20.png,neutral,extinction,13
globalratings,418,eval_first,global,23.png,negative,extinction,6
globalratings,418,eval_first,global,26.png,extinction,negative,0
globalratings,418,eval_first,global,9.png,neutral,extinction,0
globalratings,418,eval_first,global,24.png,extinction,negative,0
globalratings,418,eval_first,global,10.png,negative,extinction,0
globalratings,418,eval_first,global,7.png,extinction,neutral,8
globalratings,418,eval_first,global,4.png,positive,extinction,0
globalratings,418,eval_first,global,1.png,extinction,positive,0
