phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,597,expect_first,c2,20.png,neutral,extinction,7
c2ratings,597,expect_first,c2,17.png,neutral,extinction,8
c2ratings,597,expect_first,c2,5.png,extinction,negative,10
c2ratings,597,expect_first,c2,11.png,extinction,positive,13
c2ratings,597,expect_first,c2,24.png,extinction,negative,1
c2ratings,597,expect_first,c2,26.png,extinction,positive,6
c2ratings,597,expect_first,c2,1.png,extinction,positive,12
c2ratings,597,expect_first,c2,12.png,extinction,negative,0
c2ratings,597,expect_first,c2,4.png,extinction,neutral,7
c2ratings,597,expect_first,c2,7.png,extinction,neutral,16
c2ratings,597,expect_first,c2,10.png,neutral,extinction,14
c2ratings,597,expect_first,c2,3.png,extinction,neutral,12
c2ratings,597,expect_first,c2,9.png,positive,extinction,8
c2ratings,597,expect_first,c2,23.png,positive,extinction,11
c2ratings,597,expect_first,c2,14.png,negative,extinction,11
c2ratings,597,expect_first,c2,8.png,negative,extinction,11
c2ratings,597,expect_first,c2,18.png,negative,extinction,3
c2ratings,597,expect_first,c2,21.png,positive,extinction,7
