phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,595,expect_first,global,14.png,extinction,negative,1
globalratings,595,expect_first,global,26.png,extinction,positive,0
globalratings,595,expect_first,global,7.png,neutral,extinction,18
globalratings,595,expect_first,global,3.png,extinction,negative,9
globalratings,595,expect_first,global,5.png,positive,extinction,15
globalratings,595,expect_first,global,12.png,extinction,negative,17
globalratings,595,expect_first,global,1.png,extinction,neutral,4
globalratings,595,expect_first,global,4.png,extinction,neutral,2
globalratings,595,expect_first,global,24.png,neutral,extinction,2
globalratings,595,expect_first,global,10.png,neutral,extinction,11
globalratings,595,expect_first,global,17.png,negative,extinction,0
globalratings,595,expect_first,global,21.png,extinction,neutral,4
globalratings,595,expect_first,global,23.png,positive,extinction,14
globalratings,595,expect_first,global,8.png,negative,extinction,1
globalratings,595,expect_first,global,20.png,extinction,positive,3
globalratings,595,expect_first,global,18.png,extinction,positive,9
globalratings,595,expect_first,global,9.png,positive,extinction,9
globalratings,595,expect_first,global,11.png,negative,extinction,12
