phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,466,eval_first,global,7.png,positive,extinction,5
globalratings,466,eval_first,global,8.png,extinction,positive,2
globalratings,466,eval_first,global,23.png,extinction,neutral,3
globalratings,466,eval_first,global,10.png,negative,extinction,5
globalratings,466,eval_first,global,26.png,neutral,extinction,8
globalratings,466,eval_first,global,18.png,neutral,extinction,8
globalratings,466,eval_first,global,24.png,neutral,extinction,5
globalratings,466,eval_first,global,4.png,negative,extinction,6
globalratings,466,eval_first,global,12.png,extinction,negative,8
globalratings,466,eval_first,global,1.png,negative,extinction,6
globalratings,466,eval_first,global,20.png,extinction,neutral,9
globalratings,466,eval_first,global,21.png,extinction,positive,9
globalratings,466,eval_first,global,14.png,extinction,negative,8
globalratings,466,eval_first,global,17.png,extinction,neutral,7
globalratings,466,eval_first,global,5.png,extinction,positive,8
globalratings,466,eval_first,global,9.png,positive,extinction,8
globalratings,466,eval_first,global,3.png,extinction,negative,7
globalratings,466,eval_first,global,11.png,positive,extinction,10
