phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,370,eval_first,global,5.png,neutral,extinction,16
globalratings,370,eval_first,global,24.png,negative,extinction,3
globalratings,370,eval_first,global,20.png,negative,extinction,9
globalratings,370,eval_first,global,9.png,extinction,neutral,12
globalratings,370,eval_first,global,23.png,extinction,negative,9
globalratings,370,eval_first,global,8.png,positive,extinction,13
globalratings,370,eval_first,global,17.png,extinction,neutral,7
globalratings,370,eval_first,global,7.png,neutral,extinction,7
globalratings,370,eval_first,global,1.png,neutral,extinction,7
globalratings,370,eval_first,global,14.png,extinction,positive,13
globalratings,370,eval_first,global,3.png,extinction,negative,9
globalratings,370,eval_first,global,18.png,extinction,neutral,2
globalratings,370,eval_first,global,12.png,extinction,positive,9
globalratings,370,eval_first,global,10.png,negative,extinction,16
globalratings,370,eval_first,global,4.png,extinction,negative,2
globalratings,370,eval_first,global,11.png,extinction,positive,2
globalratings,370,eval_first,global,26.png,positive,extinction,6
globalratings,370,eval_first,global,21.png,positive,extinction,6
