phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,508,eval_first,global,20.png,extinction,positive,7
globalratings,508,eval_first,global,10.png,extinction,positive,7
globalratings,508,eval_first,global,21.png,positive,extinction,6
globalratings,508,eval_first,global,23.png,positive,extinction,17
globalratings,508,eval_first,global,5.png,extinction,neutral,15
globalratings,508,eval_first,global,12.png,negative,extinction,15
globalratings,508,eval_first,global,7.png,extinction,negative,17
globalratings,508,eval_first,global,1.png,extinction,positive,17
globalratings,508,eval_first,global,11.png,extinction,neutral,13
globalratings,508,eval_first,global,24.png,positive,extinction,6
globalratings,508,eval_first,global,3.png,negative,extinction,7
globalratings,508,eval_first,global,4.png,neutral,extinction,14
globalratings,508,eval_first,global,14.png,neutral,extinction,15
globalratings,508,eval_first,global,9.png,negative,extinction,2
globalratings,508,eval_first,global,8.png,extinction,neutral,1
globalratings,508,eval_first,global,26.png,extinction,negative,1
globalratings,508,eval_first,global,18.png,extinction,negative,2
globalratings,508,eval_first,global,17.png,neutral,extinction,7
