phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,448,eval_first,global,17.png,negative,extinction,13
globalratings,448,eval_first,global,4.png,positive,extinction,12
globalratings,448,eval_first,global,26.png,extinction,neutral,5
globalratings,448,eval_first,global,11.png,neutral,extinction,16
globalratings,448,eval_first,global,10.png,negative,extinction,3
globalratings,448,eval_first,global,5.png,extinction,negative,14
globalratings,448,eval_first,global,7.png,positive,extinction,13
globalratings,448,eval_first,global,1.png,neutral,extinction,9
globalratings,448,eval_first,global,24.png,extinction,positive,7
globalratings,448,eval_first,global,21.png,extinction,positive,8
globalratings,448,eval_first,global,14.png,neutral,extinction,12
globalratings,448,eval_first,global,23.png,extinction,neutral,8
globalratings,448,eval_first,global,8.png,extinction,negative,1
globalratings,448,eval_first,global,9.png,extinction,negative,0
globalratings,448,eval_first,global,18.png,positive,extinction,4
globalratings,448,eval_first,global,20.png,extinction,positive,13
globalratings,448,eval_first,global,3.png,negative,extinction,17
globalratings,448,eval_first,global,12.png,extinction,neutral,14
