phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,432,eval_first,c2,23.png,extinction,negative,3
c2ratings,432,eval_first,c2,12.png,extinction,negative,13
c2ratings,432,eval_first,c2,26.png,extinction,positive,6
c2ratings,432,eval_first,c2,3.png,negative,extinction,9
c2ratings,432,eval_first,c2,9.png,extinction,neutral,12
c2ratings,432,eval_first,c2,1.png,negative,extinction,3
c2ratings,432,eval_first,c2,24.png,negative,extinction,3
c2ratings,432,eval_first,c2,21.png,positive,extinction,8
c2ratings,432,eval_first,c2,11.png,positive,extinction,10
c2ratings,432,eval_first,c2,14.png,extinction,negative,14
c2ratings,432,eval_first,c2,20.png,extinction,positive,12
c2ratings,432,eval_first,c2,5.png,neutral,extinction,12
c2ratings,432,eval_first,c2,18.png,extinction,positive,13
c2ratings,432,eval_first,c2,10.png,extinction,neutral,13
c2ratings,432,eval_first,c2,8.png,neutral,extinction,9
c2ratings,432,eval_first,c2,17.png,neutral,extinction,12
c2ratings,432,eval_first,c2,4.png,positive,extinction,12
c2ratings,432,eval_first,c2,7.png,extinction,neutral,13
