phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,457,expect_first,global,21.png,extinction,positive,5
globalratings,457,expect_first,global,26.png,extinction,positive,4
globalratings,457,expect_first,global,20.png,extinction,neutral,15
globalratings,457,expect_first,global,5.png,extinction,negative,17
globalratings,457,expect_first,global,12.png,neutral,extinction,17
globalratings,457,expect_first,global,17.png,extinction,negative,3
globalratings,457,expect_first,global,7.png,positive,extinction,16
globalratings,457,expect_first,global,3.png,extinction,positive,5
globalratings,457,expect_first,global,18.png,neutral,extinction,12
globalratings,457,expect_first,global,8.png,neutral,extinction,9
globalratings,457,expect_first,global,9.png,negative,extinction,9
globalratings,457,expect_first,global,4.png,extinction,negative,12
globalratings,457,expect_first,global,10.png,positive,extinction,13
globalratings,457,expect_first,global,23.png,negative,extinction,15
globalratings,457,expect_first,global,11.png,extinction,neutral,15
globalratings,457,expect_first,global,24.png,extinction,neutral,4
globalratings,457,expect_first,global,1.png,negative,extinction,13
globalratings,457,expect_first,global,14.png,positive,extinction,3
