phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,568,eval_first,global,21.png,extinction,neutral,15
globalratings,568,eval_first,global,10.png,neutral,extinction,11
globalratings,568,eval_first,global,5.png,extinction,neutral,13
globalratings,568,eval_first,global,9.png,extinction,neutral,13
globalratings,568,eval_first,global,4.png,positive,extinction,10
globalratings,568,eval_first,global,20.png,negative,extinction,7
globalratings,568,eval_first,global,17.png,extinction,positive,7
globalratings,568,eval_first,global,7.png,neutral,extinction,8
globalratings,568,eval_first,global,18.png,extinction,negative,4
globalratings,568,eval_first,global,26.png,neutral,extinction,6
globalratings,568,eval_first,global,12.png,positive,extinction,10
globalratings,568,eval_first,global,8.png,negative,extinction,3
globalratings,568,eval_first,global,3.png,extinction,positive,4
globalratings,568,eval_first,global,14.png,negative,extinction,5
globalratings,568,eval_first,global,11.png,extinction,positive,2
globalratings,568,eval_first,global,23.png,positive,extinction,6
globalratings,568,eval_first,global,24.png,extinction,negative,17
globalratings,568,eval_first,global,1.png,extinction,negative,6
