phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,372,eval_first,c2,24.png,extinction,positive,18
c2ratings,372,eval_first,c2,9.png,positive,extinction,15
c2ratings,372,eval_first,c2,17.png,extinction,positive,7
c2ratings,372,eval_first,c2,21.png,extinction,neutral,9
c2ratings,372,eval_first,c2,18.png,neutral,extinction,3
c2ratings,372,eval_first,c2,5.png,extinction,positive,16
c2ratings,372,eval_first,c2,7.png,extinction,negative,17
c2ratings,372,eval_first,c2,23.png,neutral,extinction,17
c2ratings,372,eval_first,c2,11.png,negative,extinction,13
c2ratings,372,eval_first,c2,20.png,extinction,neutral,9
c2ratings,372,eval_first,c2,4.png,extinction,negative,6
c2ratings,372,eval_first,c2,10.png,extinction,negative,9
c2ratings,372,eval_first,c2,8.png,neutral,extinction,7
c2ratings,372,eval_first,c2,3.png,extinction,neutral,7
c2ratings,372,eval_first,c2,26.png,negative,extinction,9
c2ratings,372,eval_first,c2,14.png,negative,extinction,5
c2ratings,372,eval_first,c2,1.png,positive,extinction,12
c2ratings,372,eval_first,c2,12.png,positive,extinction,14
