phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,532,eval_first,global,14.png,extinction,positive,13
globalratings,532,eval_first,global,10.png,extinction,neutral,4
globalratings,532,eval_first,global,18.png,neutral,extinction,14
globalratings,532,eval_first,global,1.png,neutral,extinction,4
globalratings,532,eval_first,global,21.png,extinction,positive,1
globalratings,532,eval_first,global,17.png,positive,extinction,1
globalratings,532,eval_first,global,4.png,extinction,negative,0
globalratings,532,eval_first,global,23.png,extinction,negative,13
globalratings,532,eval_first,global,8.png,positive,extinction,1
globalratings,532,eval_first,global,20.png,positive,extinction,8
globalratings,532,eval_first,global,12.png,extinction,negative,12
globalratings,532,eval_first,global,26.png,extinction,neutral,16
globalratings,532,eval_first,global,7.png,negative,extinction,11
globalratings,532,eval_first,global,11.png,neutral,extinction,13
globalratings,532,eval_first,global,24.png,negative,extinction,0
globalratings,532,eval_first,global,9.png,extinction,neutral,0
globalratings,532,eval_first,global,5.png,negative,extinction,10
globalratings,532,eval_first,global,3.png,extinction,positive,2
