phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,547,expect_first,global,14.png,extinction,neutral,14
globalratings,547,expect_first,global,17.png,extinction,negative,0
globalratings,547,expect_first,global,18.png,neutral,extinction,4
globalratings,547,expect_first,global,11.png,positive,extinction,13
globalratings,547,expect_first,global,3.png,extinction,neutral,7
globalratings,547,expect_first,global,20.png,extinction,positive,15
globalratings,547,expect_first,global,21.png,positive,extinction,15
globalratings,547,expect_first,global,10.png,extinction,positive,9
globalratings,547,expect_first,global,4.png,neutral,extinction,15
globalratings,547,expect_first,global,26.png,neutral,extinction,12
globalratings,547,expect_first,global,23.png,extinction,negative,17
globalratings,547,expect_first,global,1.png,positive,extinction,13
globalratings,547,expect_first,global,7.png,negative,extinction,16
globalratings,547,expect_first,global,12.png,extinction,negative,10
globalratings,547,expect_first,global,8.png,extinction,positive,5
globalratings,547,expect_first,global,5.png,negative,extinction,9
globalratings,547,expect_first,global,9.png,negative,extinction,13
globalratings,547,expect_first,global,24.png,extinction,neutral,9
