phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,382,eval_first,global,14.png,positive,extinction,7
globalratings,382,eval_first,global,12.png,extinction,neutral,12
globalratings,382,eval_first,global,21.png,positive,extinction,16
globalratings,382,eval_first,global,3.png,neutral,extinction,11
globalratings,382,eval_first,global,1.png,extinction,positive,6
globalratings,382,eval_first,global,9.png,extinction,negative,8
globalratings,382,eval_first,global,18.png,negative,extinction,7
globalratings,382,eval_first,global,5.png,extinction,positive,11
globalratings,382,eval_first,global,4.png,positive,extinction,2
globalratings,382,eval_first,global,11.png,extinction,negative,6
globalratings,382,eval_first,global,24.png,neutral,extinction,7
globalratings,382,eval_first,global,7.png,neutral,extinction,16
globalratings,382,eval_first,global,8.png,negative,extinction,2
globalratings,382,eval_first,global,23.png,extinction,neutral,18
globalratings,382,eval_first,global,26.png,extinction,neutral,11
globalratings,382,eval_first,global,17.png,negative,extinction,1
globalratings,382,eval_first,global,10.png,extinction,positive,9
globalratings,382,eval_first,global,20.png,extinction,negative,15
