phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,549,expect_first,c2,14.png,extinction,negative,7
c2ratings,549,expect_first,c2,18.png,positive,extinction,4
c2ratings,549,expect_first,c2,23.png,negative,extinction,11
c2ratings,549,expect_first,c2,9.png,neutral,extinction,10
c2ratings,549,expect_first,c2,21.png,extinction,negative,7
c2ratings,549,expect_first,c2,12.png,extinction,neutral,9
c2ratings,549,expect_first,c2,7.png,extinction,neutral,10
c2ratings,549,expect_first,c2,26.png,neutral,extinction,11
c2ratings,549,expect_first,c2,17.png,negative,extinction,11
c2ratings,549,expect_first,c2,4.png,extinction,positive,12
c2ratings,549,expect_first,c2,5.png,extinction,positive,13
c2ratings,549,expect_first,c2,20.png,extinction,neutral,10
c2ratings,549,expect_first,c2,24.png,positive,extinction,11
c2ratings,549,expect_first,c2,11.png,negative,extinction,8
c2ratings,549,expect_first,c2,8.png,neutral,extinction,10
c2ratings,549,expect_first,c2,10.png,extinction,negative,6
c2ratings,549,expect_first,c2,3.png,positive,extinction,9
c2ratings,549,expect_first,c2,1.png,extinction,positive,11
