phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,495,expect_first,c2,11.png,negative,extinction,10
c2ratings,495,expect_first,c2,17.png,extinction,negative,10
c2ratings,495,expect_first,c2,24.png,extinction,positive,4
c2ratings,495,expect_first,c2,9.png,extinction,negative,4
c2ratings,495,expect_first,c2,14.png,neutral,extinction,15
c2ratings,495,expect_first,c2,20.png,extinction,positive,13
c2ratings,495,expect_first,c2,12.png,neutral,extinction,6
c2ratings,495,expect_first,c2,3.png,extinction,neutral,1
c2ratings,495,expect_first,c2,21.png,negative,extinction,5
c2ratings,495,expect_first,c2,26.png,extinction,negative,0
c2ratings,495,expect_first,c2,8.png,extinction,neutral,0
c2ratings,495,expect_first,c2,4.png,neutral,extinction,17
c2ratings,495,expect_first,c2,18.png,extinction,positive,16
c2ratings,495,expect_first,c2,23.png,positive,extinction,16
c2ratings,495,expect_first,c2,10.png,extinction,neutral,11
c2ratings,495,expect_first,c2,7.png,negative,extinction,10
c2ratings,495,expect_first,c2,1.png,positive,extinction,18
c2ratings,495,expect_first,c2,5.png,positive,extinction,15
