phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,436,eval_first,global,21.png,negative,extinction,14
globalratings,436,eval_first,global,4.png,extinction,negative,13
globalratings,436,eval_first,global,8.png,positive,extinction,2
globalratings,436,eval_first,global,7.png,extinction,negative,7
globalratings,436,eval_first,global,5.png,extinction,neutral,17
globalratings,436,eval_first,global,20.png,neutral,extinction,17
globalratings,436,eval_first,global,3.png,positive,extinction,17
globalratings,436,eval_first,global,26.png,negative,extinction,4
globalratings,436,eval_first,global,11.png,extinction,positive,17
globalratings,436,eval_first,global,14.png,positive,extinction,15
globalratings,436,eval_first,global,9.png,extinction,positive,8
globalratings,436,eval_first,global,1.png,negative,extinction,1
globalratings,436,eval_first,global,23.png,extinction,neutral,4
globalratings,436,eval_first,global,24.png,extinction,positive,4
globalratings,436,eval_first,global,12.png,extinction,neutral,14
globalratings,436,eval_first,global,17.png,neutral,extinction,4
globalratings,436,eval_first,global,18.png,neutral,extinction,18
globalratings,436,eval_first,global,10.png,extinction,negative,0
