subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
71,1,0,Mneu01_.bmp,pos,face,60,2,2158036,2163287
71,1,1,nw2.bmp,pos,word,70,8,2163974,2166630
71,1,2,W12.bmp,neg,face,40,9,2167268,2168670
71,1,3,nw9.bmp,neg,word,50,8,2169309,2170670
71,1,4,nw30.bmp,neg,word,70,8,2171306,2174175
71,1,5,cs17.bmp,pos,prod,90,9,2174826,2175847
71,1,6,nw22.bmp,pos,word,80,9,2176487,2178951
71,1,7,cs22.bmp,pos,prod,100,9,2179589,2180854
71,1,8,cs24.bmp,neg,prod,100,9,2181497,2182742
71,1,9,nw14.bmp,neg,word,80,9,2183377,2184654
71,1,10,W16.bmp,neg,face,30,9,2185297,2186742
71,1,11,nw25.bmp,neg,word,30,9,2187387,2188678
71,1,12,nw8.bmp,pos,word,50,8,2189317,2190431
71,1,13,nw21.bmp,neg,word,60,8,2191066,2192263
71,1,14,Wneu03_.bmp,neg,face,60,8,2192906,2194319
71,1,15,nw5.bmp,neg,word,90,8,2194956,2196191
71,1,16,cs10.bmp,neg,prod,90,8,2196825,2197990
71,1,17,cs21.bmp,pos,prod,40,7,2198626,2200334
71,1,18,W02.bmp,pos,face,80,11,2200977,2202422
71,1,19,cs14.bmp,pos,prod,30,9,2203065,2204174
71,1,20,Wneu05_.bmp,neg,face,80,15,2204815,2206927
71,1,21,Mneu11_.bmp,pos,face,70,7,2207566,2209495
71,1,22,Mneu25_.bmp,neg,face,100,9,2210136,2211439
71,1,23,cs3.bmp,pos,prod,60,9,2212076,2213167
71,1,24,cs1.bmp,pos,prod,80,9,2213806,2214743
71,1,25,cs5.bmp,neg,prod,80,9,2215386,2216406
71,1,26,PM04.bmp,pos,face,50,9,2217044,2218078
71,1,27,nw3.bmp,pos,word,90,9,2218715,2219646
71,1,28,M14.bmp,pos,face,100,9,2220286,2221374
71,1,29,W07.bmp,neg,face,90,12,2222014,2223590
71,1,30,Mneu05_.bmp,pos,face,90,12,2224224,2226343
71,1,31,cs2.bmp,pos,prod,50,9,2226986,2228271
71,1,32,Wneu02_.bmp,neg,face,50,10,2228904,2230759
71,1,33,cs15.bmp,neg,prod,40,10,2231395,2233790
71,1,34,cs6.bmp,neg,prod,30,9,2234426,2235710
71,1,35,W20.bmp,pos,face,30,9,2236345,2237598
71,1,36,nw26.bmp,pos,word,30,9,2238235,2239518
71,1,37,nw20.bmp,pos,word,40,9,2240153,2241350
71,1,38,nw13.bmp,neg,word,40,9,2241985,2243087
71,1,39,cs28.bmp,pos,prod,70,9,2243738,2244615
71,1,40,cs4.bmp,neg,prod,60,9,2245255,2246359
71,1,41,cs13.bmp,neg,prod,50,9,2246994,2248063
71,1,42,nw10.bmp,pos,word,100,9,2248705,2249935
71,1,43,nw19.bmp,neg,word,100,9,2250575,2251734
71,1,44,cs9.bmp,neg,prod,70,9,2252373,2253598
71,1,45,nw7.bmp,pos,word,60,9,2254234,2255358
71,1,46,Mneu24_.bmp,pos,face,40,10,2255993,2257446
71,1,47,W03.bmp,neg,face,70,8,2258084,2259671
