subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
23,1,0,W12.bmp,neg,face,100,7,3217956,3224096
23,1,1,nw14.bmp,pos,word,80,3,3224789,3230048
23,1,2,cs21.bmp,neg,prod,40,10,3230691,3234313
23,1,3,cs2.bmp,neg,prod,70,7,3234953,3237313
23,1,4,nw27.bmp,neg,word,30,5,3237951,3239937
23,1,5,cs22.bmp,neg,prod,90,13,3240582,3244184
23,1,6,M14.bmp,pos,face,70,10,3244822,3247080
23,1,7,cs5.bmp,neg,prod,80,9,3247720,3250129
23,1,8,nw5.bmp,pos,word,50,6,3250772,3252697
23,1,9,cs9.bmp,neg,prod,50,3,3253341,3256169
23,1,10,W04.bmp,neg,face,40,14,3256812,3259096
23,1,11,Mneu01_.bmp,pos,face,40,9,3259741,3261872
23,1,12,cs19.bmp,pos,prod,90,7,3262810,3266905
23,1,13,cs11.bmp,neg,prod,60,7,3267542,3269529
23,1,14,cs6.bmp,pos,prod,70,5,3270172,3272329
23,1,15,cs26.bmp,pos,prod,40,13,3272988,3274913
23,1,16,Wneu03_.bmp,pos,face,30,10,3275556,3278944
23,1,17,nw8.bmp,pos,word,70,8,3279596,3282048
23,1,18,nw21.bmp,neg,word,50,6,3282690,3284569
23,1,19,M16_.bmp,pos,face,100,8,3285488,3287393
23,1,20,Mneu18_.bmp,neg,face,70,10,3288031,3289897
23,1,21,cs14.bmp,neg,prod,30,8,3290544,3292305
23,1,22,Mneu24_.bmp,pos,face,60,7,3292941,3294624
23,1,23,Wneu05_.bmp,neg,face,90,12,3295262,3297160
23,1,24,nw20.bmp,neg,word,70,8,3297802,3299568
23,1,25,nw26.bmp,neg,word,100,5,3300213,3302281
23,1,26,W02.bmp,neg,face,30,16,3302922,3305273
23,1,27,nw9.bmp,neg,word,80,6,3305918,3308425
23,1,28,nw13.bmp,neg,word,40,5,3309062,3310712
23,1,29,Wneu02_.bmp,pos,face,50,8,3311366,3313928
23,1,30,cs29.bmp,pos,prod,100,8,3314872,3317008
23,1,31,nw2.bmp,pos,word,100,5,3317652,3319497
23,1,32,nw3.bmp,pos,word,30,4,3320440,3322401
23,1,33,cs15.bmp,pos,prod,50,7,3323040,3324609
23,1,34,cs24.bmp,pos,prod,60,5,3325498,3327537
23,1,35,M07.bmp,neg,face,80,8,3328190,3333568
23,1,36,Mneu11_.bmp,neg,face,60,10,3334209,3336089
23,1,37,cs1.bmp,pos,prod,30,5,3336730,3338633
23,1,38,cs3.bmp,neg,prod,100,7,3339287,3342249
23,1,39,cs30.bmp,pos,prod,80,12,3342890,3344793
23,1,40,Mneu25_.bmp,pos,face,80,10,3345431,3348256
23,1,41,nw28.bmp,neg,word,90,6,3348900,3350912
23,1,42,Mneu20_.bmp,pos,face,90,7,3351549,3353617
23,1,43,nw18.bmp,pos,word,90,5,3354261,3355977
23,1,44,W03.bmp,neg,face,50,10,3356622,3358689
23,1,45,nw19.bmp,pos,word,60,7,3359332,3360929
23,1,46,nw11.bmp,pos,word,40,5,3361570,3363137
23,1,47,nw7.bmp,neg,word,60,5,3363780,3365664
