subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmast_duration,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_practice_impression_rating,time_practice_trial_logger
36,2,0,W19.bmp,neg,face,30,9007.jpg,1420,maske_1.bmp,50,yes,no,no,no,no,no,457110,yes,no,483673,488176
36,2,1,empty2.png,neg,empty,30,9331.jpg,1420,maske_10.bmp,50,yes,no,no,no,no,no,491479,yes,no,496313,499537
36,2,2,cs12.bmp,neg,prod,30,2141.jpg,1420,maske_4.bmp,50,yes,no,no,no,no,no,502808,yes,no,506536,508081
36,2,3,empty3.png,pos,empty,30,2050.jpg,1420,maske_6.bmp,50,yes,no,no,no,no,no,511348,yes,no,521016,523256
36,2,4,nw12.bmp,neg,word,30,2276.jpg,1420,maske_12.bmp,50,yes,no,no,no,no,no,526538,yes,no,561521,564097
36,2,5,Mneu04_.bmp,pos,face,40,4626.jpg,1410,maske_4.bmp,50,no,yes,no,no,no,no,567387,no,yes,578049,579193
36,2,6,empty7.png,pos,empty,40,2209.jpg,1410,maske_3.bmp,50,yes,no,no,no,no,no,582477,no,yes,585481,586865
36,2,7,cs16.bmp,neg,prod,40,9432.jpg,1410,maske_9.bmp,50,no,yes,no,no,no,no,590136,yes,no,592944,595281
36,2,8,empty1.png,pos,empty,40,2080.jpg,1410,maske_12.bmp,50,yes,no,no,no,no,no,598556,no,yes,600809,602729
36,2,9,nw16.bmp,neg,word,40,9342.jpg,1410,maske_11.bmp,50,no,yes,no,no,no,no,606006,yes,no,608344,610160
36,2,10,M13.bmp,pos,face,50,2311.jpg,1400,maske_6.bmp,50,yes,no,no,no,no,no,613436,no,yes,618113,619137
36,2,11,empty6.png,pos,empty,50,2260.JPG,1400,maske_12.bmp,50,yes,no,no,no,no,no,622425,no,yes,637209,638809
36,2,12,cs20.bmp,pos,prod,50,5830.JPG,1400,maske_2.bmp,50,yes,no,no,no,no,no,642085,no,yes,644648,645768
36,2,13,empty3.png,pos,empty,50,1920.JPG,1400,maske_1.bmp,50,no,yes,no,no,no,no,649055,no,yes,651657,652657
36,2,14,nw17.bmp,pos,word,50,8420.JPG,1400,maske_3.bmp,50,yes,no,no,no,no,no,655955,no,yes,658721,660368
36,2,15,M18.bmp,pos,face,60,2216.jpg,1390,maske_12.bmp,50,no,no,no,no,yes,no,663654,no,yes,752097,756657
36,2,16,cs23.bmp,pos,prod,60,8420.JPG,1390,maske_2.bmp,50,yes,no,no,no,no,no,759952,no,yes,764936,766656
36,2,17,nw23.bmp,neg,word,60,2141.jpg,1390,maske_4.bmp,50,yes,no,no,no,no,no,769932,yes,no,771889,773833
36,2,18,W17.bmp,pos,face,70,1460.JPG,1380,maske_9.bmp,50,no,no,no,no,yes,no,777122,no,yes,783601,784872
36,2,19,cs7.bmp,neg,prod,70,9520.JPG,1380,maske_8.bmp,50,no,no,yes,no,no,no,788172,no,yes,829561,831009
36,2,20,nw29.bmp,neg,word,70,9342.jpg,1380,maske_8.bmp,50,no,yes,no,no,no,no,834290,no,yes,841185,842713
36,2,21,M12.bmp,neg,face,80,9290.jpg,1370,maske_6.bmp,50,no,no,no,no,yes,no,845990,no,yes,849681,851433
36,2,22,cs18.bmp,neg,prod,80,6831.jpg,1370,maske_12.bmp,50,no,no,no,yes,no,no,854720,yes,no,890496,892465
36,2,23,nw15.bmp,pos,word,80,2660.jpg,1370,maske_5.bmp,50,no,no,yes,no,no,no,895759,yes,no,916225,954313
36,2,24,Wneu01_.bmp,neg,face,90,9000.jpg,1360,maske_7.bmp,50,no,no,no,no,no,yes,957597,yes,no,982425,983753
36,2,25,cs27.bmp,pos,prod,90,2057.jpg,1360,maske_12.bmp,50,no,no,no,no,no,yes,987027,yes,no,993617,995384
36,2,26,nw1.bmp,neg,word,90,9830.jpg,1360,maske_11.bmp,50,no,no,yes,no,no,no,998667,yes,no,1030648,1032121
36,2,27,W15.bmp,pos,face,100,2660.jpg,1400,maske_2.bmp,0,no,no,no,no,no,yes,1035386,no,yes,1038473,1039529
36,2,28,cs25.bmp,neg,prod,100,6831.jpg,1400,maske_7.bmp,0,no,no,no,no,no,yes,1042796,yes,no,1047216,1048440
36,2,29,nw24.bmp,neg,word,100,6311.jpg,1400,maske_11.bmp,0,no,no,no,no,no,yes,1051706,yes,no,1128489,1129969
