subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
38,2,0,Mneu11_.bmp,pos,face,100,15,3797392,3802198
38,2,1,nw21.bmp,neg,word,100,15,3802896,3808883
38,2,2,cs24.bmp,pos,prod,30,11,3809524,3813872
38,2,3,nw3.bmp,neg,word,90,13,3814514,3818938
38,2,4,PM04.bmp,neg,face,30,8,3819574,3822060
38,2,5,Wneu02_.bmp,neg,face,80,10,3822694,3824761
38,2,6,nw6.bmp,pos,word,90,6,3825404,3827970
38,2,7,cs2.bmp,neg,prod,30,3,3828606,3830580
38,2,8,Wneu03_.bmp,pos,face,50,11,3831224,3833628
38,2,9,cs29.bmp,pos,prod,40,5,3834264,3838758
38,2,10,W20.bmp,pos,face,70,13,3839394,3841616
38,2,11,cs14.bmp,pos,prod,80,8,3842256,3844115
38,2,12,W03.bmp,neg,face,50,7,3844754,3846507
38,2,13,cs28.bmp,neg,prod,70,12,3847144,3849225
38,2,14,nw2.bmp,pos,word,60,9,3849872,3852047
38,2,15,nw4.bmp,pos,word,70,11,3852684,3854266
38,2,16,nw27.bmp,pos,word,50,14,3854921,3858074
38,2,17,cs17.bmp,neg,prod,60,16,3858715,3861934
38,2,18,cs22.bmp,neg,prod,100,9,3862574,3864708
38,2,19,cs21.bmp,pos,prod,100,16,3865344,3869440
38,2,20,cs6.bmp,pos,prod,90,10,3870083,3871805
38,2,21,M07.bmp,neg,face,100,12,3872444,3874352
38,2,22,nw26.bmp,pos,word,30,8,3874993,3876947
38,2,23,cs4.bmp,neg,prod,50,5,3877583,3879303
38,2,24,Wneu05_.bmp,neg,face,60,15,3879943,3881624
38,2,25,cs15.bmp,neg,prod,90,3,3882263,3884372
38,2,26,cs3.bmp,pos,prod,70,8,3885012,3886822
38,2,27,nw25.bmp,neg,word,30,11,3887463,3889490
38,2,28,nw9.bmp,neg,word,80,13,3890135,3891709
38,2,29,cs13.bmp,pos,prod,60,18,3892344,3894136
38,2,30,W04.bmp,neg,face,70,5,3894773,3898592
38,2,31,Mneu24_.bmp,pos,face,30,9,3899233,3901260
38,2,32,M16_.bmp,pos,face,60,9,3901914,3903748
38,2,33,Mneu01_.bmp,pos,face,40,7,3904383,3906284
38,2,34,nw13.bmp,neg,word,50,12,3906929,3908428
38,2,35,cs9.bmp,neg,prod,80,4,3909062,3911372
38,2,36,nw10.bmp,neg,word,70,13,3912020,3914191
38,2,37,cs30.bmp,pos,prod,50,15,3914834,3916986
38,2,38,nw7.bmp,pos,word,40,9,3917633,3919093
38,2,39,W12.bmp,neg,face,40,11,3919733,3921535
38,2,40,cs1.bmp,neg,prod,40,4,3922172,3923835
38,2,41,nw22.bmp,neg,word,60,14,3924472,3928414
38,2,42,W07.bmp,pos,face,90,10,3929053,3931537
38,2,43,M14.bmp,neg,face,90,5,3932173,3933927
38,2,44,W16.bmp,pos,face,80,10,3934567,3935907
38,2,45,nw5.bmp,pos,word,100,14,3936542,3939635
38,2,46,nw8.bmp,pos,word,80,12,3940272,3941794
38,2,47,nw18.bmp,neg,word,40,10,3942432,3943899
