subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
75,1,0,empty9.png,neg,empty,30,9220.jpg,1420,maske_2.bmp,50,458023,458087,458152,none,none,none,none,none,none,none,yes,no,459572,460880
75,1,1,W20.bmp,pos,face,80,2080.jpg,1370,maske_8.bmp,50,462911,463007,463071,none,none,none,none,none,none,none,no,yes,464441,465787
75,1,2,nw13.bmp,pos,word,100,2340.JPG,1400,maske_4.bmp,0,467838,463007,467967,none,none,none,none,none,none,none,no,yes,469367,470460
75,1,3,M07.bmp,pos,face,50,1710.JPG,1400,maske_8.bmp,50,472513,472578,472643,none,none,none,none,none,none,none,no,yes,474043,474997
75,1,4,nw2.bmp,pos,word,70,2091.jpg,1380,maske_5.bmp,50,476994,477072,477156,none,none,none,none,none,none,none,no,yes,478536,479705
75,1,5,cs4.bmp,pos,prod,100,2341.jpg,1400,maske_3.bmp,0,481702,477072,481829,none,none,none,none,none,none,none,no,yes,483229,485065
75,1,6,nw9.bmp,neg,word,30,6831.jpg,1420,maske_7.bmp,50,487146,487210,487274,none,none,none,none,none,none,none,yes,no,488694,489624
75,1,7,cs19.bmp,neg,prod,30,9041.jpg,1420,maske_8.bmp,50,491631,491695,491759,none,none,none,none,none,none,none,yes,no,493179,494035
75,1,8,nw25.bmp,neg,word,60,2205.jpg,1390,maske_3.bmp,50,496017,496113,496210,none,none,none,none,none,none,none,yes,no,497600,498672
75,1,9,cs11.bmp,neg,prod,60,9280.jpg,1390,maske_10.bmp,50,500694,500791,500855,none,none,none,none,none,none,none,yes,no,502245,503115
75,1,10,Mneu01_.bmp,neg,face,40,3160.JPG,1410,maske_5.bmp,50,505152,505217,505281,none,none,none,none,none,none,none,yes,no,506691,507893
75,1,11,M02_.bmp,neg,face,50,6311.jpg,1400,maske_12.bmp,50,509921,509986,510050,none,none,none,none,none,none,none,yes,no,511450,512646
75,1,12,cs13.bmp,pos,prod,90,2091.jpg,1360,maske_2.bmp,50,514655,514752,514817,none,none,none,none,none,none,none,no,yes,516177,517464
75,1,13,nw5.bmp,neg,word,80,9342.jpg,1370,maske_7.bmp,50,519493,519589,519654,none,none,none,none,none,none,none,yes,no,521024,522373
75,1,14,cs26.bmp,neg,prod,40,9007.jpg,1410,maske_9.bmp,50,524325,524389,524454,none,none,none,none,none,none,none,yes,no,525864,526993
75,1,15,Wneu03_.bmp,neg,face,30,9611.jpg,1420,maske_8.bmp,50,529006,529070,529134,none,none,none,none,none,none,none,yes,no,530554,531654
75,1,16,Mneu24_.bmp,neg,face,70,7359.jpg,1380,maske_6.bmp,50,533717,533801,533878,none,none,none,none,none,none,none,yes,no,535258,536400
75,1,17,Mneu20_.bmp,pos,face,90,5830.JPG,1360,maske_6.bmp,50,538388,538517,538582,none,none,none,none,none,none,none,no,yes,539942,540808
75,1,18,nw22.bmp,neg,word,50,9320.jpg,1400,maske_7.bmp,50,542806,542870,542934,none,none,none,none,none,none,none,yes,no,544334,545273
75,1,19,cs28.bmp,pos,prod,60,2660.jpg,1390,maske_4.bmp,50,547281,547377,547442,none,none,none,none,none,none,none,yes,no,548832,549740
75,1,20,nw19.bmp,neg,word,100,9041.jpg,1400,maske_10.bmp,0,551761,547377,551889,none,none,none,none,none,none,none,yes,no,553289,554016
75,1,21,cs24.bmp,pos,prod,30,2341.jpg,1420,maske_9.bmp,50,556022,556087,556151,none,none,none,none,none,none,none,no,yes,557571,558809
75,1,22,W16.bmp,neg,face,80,3181.jpg,1370,maske_11.bmp,50,560882,560979,561075,none,none,none,none,none,none,none,yes,no,562445,563472
75,1,23,nw8.bmp,neg,word,90,9007.jpg,1360,maske_11.bmp,50,565492,565620,565716,none,none,none,none,none,none,none,yes,no,567076,568076
75,1,24,W12.bmp,neg,face,60,2053.JPG,1390,maske_5.bmp,50,570105,570201,570265,none,none,none,none,none,none,none,yes,no,571655,573906
75,1,25,W02.bmp,pos,face,100,2209.jpg,1400,maske_12.bmp,0,575933,570201,576062,none,none,none,none,none,none,none,no,yes,577462,578411
