subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
6,2,0,nw9.bmp,pos,word,30,12,4073307,4084159
6,2,1,nw11.bmp,neg,word,90,10,4084842,4092991
6,2,2,Mneu01_.bmp,neg,face,80,13,4093625,4097783
6,2,3,cs15.bmp,pos,prod,100,11,4098425,4103927
6,2,4,cs17.bmp,neg,prod,50,8,4104563,4108991
6,2,5,cs11.bmp,pos,prod,50,7,4109635,4113207
6,2,6,W07.bmp,pos,face,50,13,4113845,4116943
6,2,7,nw3.bmp,pos,word,100,11,4117583,4119967
6,2,8,Wneu05_.bmp,pos,face,60,17,4120604,4127743
6,2,9,M02_.bmp,neg,face,60,13,4128384,4133055
6,2,10,cs14.bmp,pos,prod,40,10,4133710,4137391
6,2,11,cs2.bmp,pos,prod,30,10,4138033,4140343
6,2,12,nw22.bmp,pos,word,80,12,4140984,4143031
6,2,13,cs9.bmp,neg,prod,100,10,4143674,4146263
6,2,14,nw20.bmp,neg,word,100,10,4146903,4149103
6,2,15,cs26.bmp,neg,prod,40,11,4149744,4155215
6,2,16,nw2.bmp,neg,word,80,10,4155853,4157543
6,2,17,M14.bmp,pos,face,80,12,4158183,4161103
6,2,18,cs19.bmp,pos,prod,60,9,4161744,4164911
6,2,19,nw25.bmp,neg,word,50,10,4165552,4167119
6,2,20,cs30.bmp,pos,prod,80,11,4167753,4169615
6,2,21,cs29.bmp,neg,prod,90,8,4170253,4174047
6,2,22,cs10.bmp,neg,prod,30,8,4174684,4177031
6,2,23,W04.bmp,pos,face,40,11,4177675,4180103
6,2,24,W02.bmp,neg,face,30,12,4180743,4185199
6,2,25,cs6.bmp,pos,prod,70,8,4185843,4187879
6,2,26,cs4.bmp,pos,prod,90,8,4188524,4190599
6,2,27,cs8.bmp,neg,prod,80,9,4191242,4194015
6,2,28,cs1.bmp,neg,prod,60,10,4194653,4197791
6,2,29,Wneu02_.bmp,neg,face,70,11,4198434,4200855
6,2,30,Mneu11_.bmp,neg,face,100,12,4201493,4205087
6,2,31,nw4.bmp,neg,word,30,10,4205721,4208359
6,2,32,Mneu20_.bmp,pos,face,100,10,4209002,4211503
6,2,33,nw30.bmp,neg,word,70,11,4212142,4213847
6,2,34,nw5.bmp,pos,word,90,11,4214493,4218423
6,2,35,nw8.bmp,pos,word,50,11,4219061,4221943
6,2,36,Mneu25_.bmp,pos,face,70,11,4222594,4225551
6,2,37,Mneu24_.bmp,neg,face,90,11,4226193,4230207
6,2,38,cs3.bmp,neg,prod,70,9,4230843,4232639
6,2,39,nw18.bmp,neg,word,60,11,4233281,4235087
6,2,40,nw7.bmp,pos,word,40,11,4235722,4238023
6,2,41,W12.bmp,neg,face,40,11,4238662,4240967
6,2,42,nw13.bmp,neg,word,40,11,4241600,4243399
6,2,43,nw26.bmp,pos,word,60,11,4244040,4246151
6,2,44,M07.bmp,pos,face,30,10,4246793,4249439
6,2,45,PM04.bmp,neg,face,50,10,4250082,4255015
6,2,46,nw27.bmp,pos,word,70,12,4255679,4258719
6,2,47,M16_.bmp,pos,face,90,10,4259361,4277439
