subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
51,1,0,cs15.bmp,pos,prod,40,10,2674942,2679803
51,1,1,nw11.bmp,pos,word,30,8,2680492,2684793
51,1,2,cs30.bmp,pos,prod,90,9,2685436,2687436
51,1,3,Mneu25_.bmp,pos,face,70,9,2688078,2690723
51,1,4,Wneu05_.bmp,neg,face,100,13,2691364,2694344
51,1,5,nw18.bmp,pos,word,90,7,2694983,2697320
51,1,6,nw30.bmp,pos,word,80,5,2697955,2699796
51,1,7,M14.bmp,neg,face,60,6,2700436,2702639
51,1,8,Mneu05_.bmp,neg,face,50,5,2703274,2705311
51,1,9,cs1.bmp,neg,prod,40,8,2705987,2707919
51,1,10,cs21.bmp,pos,prod,100,9,2708554,2710302
51,1,11,nw9.bmp,pos,word,70,10,2710945,2712728
51,1,12,cs19.bmp,neg,prod,100,10,2713365,2718470
51,1,13,nw7.bmp,neg,word,70,9,2719105,2721639
51,1,14,cs10.bmp,pos,prod,60,8,2722275,2725410
51,1,15,nw14.bmp,pos,word,100,8,2726055,2727947
51,1,16,W12.bmp,neg,face,30,9,2728585,2730855
51,1,17,Mneu01_.bmp,neg,face,70,12,2731494,2733631
51,1,18,cs3.bmp,neg,prod,70,10,2734274,2737200
51,1,19,nw20.bmp,pos,word,50,9,2737844,2739132
51,1,20,nw21.bmp,neg,word,30,8,2739776,2741755
51,1,21,cs28.bmp,neg,prod,60,9,2742394,2744415
51,1,22,cs2.bmp,neg,prod,90,10,2745052,2747906
51,1,23,W04.bmp,neg,face,80,13,2748543,2750636
51,1,24,Mneu20_.bmp,pos,face,100,15,2751273,2753221
51,1,25,nw19.bmp,neg,word,50,13,2753883,2758318
51,1,26,cs13.bmp,neg,prod,30,11,2758957,2763365
51,1,27,W20.bmp,pos,face,30,8,2764006,2765856
51,1,28,cs6.bmp,pos,prod,50,10,2766493,2768074
51,1,29,cs24.bmp,neg,prod,80,9,2768714,2770135
51,1,30,cs29.bmp,pos,prod,80,8,2770773,2772226
51,1,31,M02_.bmp,pos,face,40,8,2772863,2775713
51,1,32,Mneu11_.bmp,pos,face,80,10,2776352,2778966
51,1,33,W02.bmp,neg,face,40,12,2779606,2781345
51,1,34,cs9.bmp,pos,prod,30,10,2781997,2784650
51,1,35,nw13.bmp,pos,word,60,7,2785294,2788727
51,1,36,nw22.bmp,neg,word,80,14,2789363,2791827
51,1,37,nw10.bmp,neg,word,90,12,2792463,2793623
51,1,38,nw2.bmp,pos,word,40,11,2794264,2795524
51,1,39,nw28.bmp,neg,word,100,14,2796164,2799684
51,1,40,nw8.bmp,neg,word,60,15,2800322,2801771
51,1,41,M07.bmp,pos,face,50,7,2802412,2804206
51,1,42,nw27.bmp,neg,word,40,16,2804843,2806409
51,1,43,Mneu18_.bmp,pos,face,60,5,2807053,2809247
51,1,44,PM04.bmp,pos,face,90,7,2809883,2811529
51,1,45,cs5.bmp,pos,prod,70,14,2812177,2814181
51,1,46,cs11.bmp,neg,prod,50,9,2814822,2816079
51,1,47,W07.bmp,neg,face,90,10,2816722,2818096
