subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
19,1,0,M14.bmp,pos,face,90,14,2774412,2785632
19,1,1,nw22.bmp,neg,word,70,9,2786324,2792896
19,1,2,cs28.bmp,pos,prod,50,9,2793536,2799144
19,1,3,W04.bmp,neg,face,80,17,2799786,2805313
19,1,4,cs1.bmp,pos,prod,100,13,2805969,2811728
19,1,5,cs29.bmp,neg,prod,50,14,2812366,2818688
19,1,6,cs13.bmp,neg,prod,60,18,2819326,2821632
19,1,7,M16_.bmp,pos,face,50,17,2822277,2825761
19,1,8,nw11.bmp,neg,word,90,3,2826406,2830568
19,1,9,nw3.bmp,neg,word,80,8,2831208,2834000
19,1,10,nw5.bmp,pos,word,50,8,2834635,2839257
19,1,11,Mneu24_.bmp,pos,face,60,18,2839897,2842969
19,1,12,cs6.bmp,neg,prod,70,14,2843607,2847072
19,1,13,Mneu05_.bmp,pos,face,40,17,2847724,2850176
19,1,14,cs5.bmp,neg,prod,90,15,2850816,2855312
19,1,15,cs11.bmp,pos,prod,40,10,2855956,2862153
19,1,16,Mneu18_.bmp,pos,face,80,14,2862796,2868848
19,1,17,nw6.bmp,neg,word,100,4,2869485,2874273
19,1,18,W12.bmp,neg,face,60,16,2874918,2877649
19,1,19,M02_.bmp,pos,face,100,14,2878285,2881184
19,1,20,cs14.bmp,neg,prod,30,16,2881826,2884752
19,1,21,nw14.bmp,neg,word,30,8,2885396,2888472
19,1,22,W16.bmp,pos,face,70,16,2889115,2891552
19,1,23,cs30.bmp,neg,prod,100,18,2892196,2894281
19,1,24,cs22.bmp,pos,prod,30,17,2894925,2899312
19,1,25,PM04.bmp,pos,face,30,15,2899956,2903304
19,1,26,cs15.bmp,pos,prod,90,14,2903946,2906632
19,1,27,nw26.bmp,pos,word,80,9,2907275,2911993
19,1,28,cs3.bmp,pos,prod,80,18,2912635,2917008
19,1,29,nw21.bmp,pos,word,40,8,2917655,2921432
19,1,30,Mneu11_.bmp,neg,face,100,18,2922075,2924264
19,1,31,nw25.bmp,neg,word,40,9,2924905,2927185
19,1,32,Wneu05_.bmp,neg,face,40,16,2927826,2930721
19,1,33,Wneu02_.bmp,neg,face,30,16,2931665,2934096
19,1,34,nw27.bmp,pos,word,60,9,2935035,2937760
19,1,35,W07.bmp,neg,face,50,12,2938404,2940608
19,1,36,nw10.bmp,neg,word,60,9,2941245,2942880
19,1,37,nw30.bmp,neg,word,50,9,2943525,2945441
19,1,38,cs21.bmp,pos,prod,70,15,2946384,2948945
19,1,39,W03.bmp,neg,face,70,15,2949827,2952216
19,1,40,cs8.bmp,neg,prod,80,18,2952855,2955816
19,1,41,nw2.bmp,pos,word,30,9,2956455,2958672
19,1,42,nw20.bmp,pos,word,100,11,2959314,2963601
19,1,43,cs4.bmp,neg,prod,40,16,2964426,2967145
19,1,44,Mneu25_.bmp,neg,face,90,13,2967786,2971328
19,1,45,cs17.bmp,pos,prod,60,15,2971966,2975080
19,1,46,nw9.bmp,pos,word,90,1,2975726,2980545
19,1,47,nw18.bmp,pos,word,70,8,2981185,2984849
