subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
26,2,0,nw6.bmp,pos,word,40,2660.jpg,1410,maske_5.bmp,50,784958,785008,785068,yes,no,no,no,no,no,786478,no,yes,788075,789939
26,2,1,cs5.bmp,pos,prod,30,2216.jpg,1420,maske_8.bmp,50,791748,791788,791848,yes,no,no,no,no,no,793268,no,yes,794764,795484
26,2,2,nw18.bmp,neg,word,60,9330.jpg,1390,maske_9.bmp,50,797248,797318,797378,no,yes,no,no,no,no,798768,yes,no,801459,802155
26,2,3,cs29.bmp,neg,prod,80,2053.JPG,1370,maske_3.bmp,50,803927,804017,804077,no,no,no,yes,no,no,805447,yes,no,809156,809836
26,2,4,empty1.png,pos,empty,30,2071.jpg,1420,maske_6.bmp,50,811598,811638,811698,yes,no,no,no,no,no,813118,no,yes,814604,815180
26,2,5,nw9.bmp,pos,word,90,1920.JPG,1360,maske_1.bmp,50,816957,817057,817118,no,no,no,no,yes,no,818478,no,yes,820315,821115
26,2,6,cs4.bmp,neg,prod,90,9290.jpg,1360,maske_10.bmp,50,822877,822977,823037,yes,no,no,no,no,no,824397,yes,no,902676,905379
26,2,7,cs21.bmp,pos,prod,40,4626.jpg,1410,maske_10.bmp,50,907155,907205,907265,yes,no,no,no,no,no,908675,no,yes,917196,919076
26,2,8,Mneu11_.bmp,pos,face,80,8461.jpg,1370,maske_10.bmp,50,920845,920935,920995,no,no,no,no,yes,no,922365,no,yes,940108,941547
26,2,9,Wneu03_.bmp,neg,face,100,3181.jpg,1400,maske_1.bmp,0,943314,920935,943424,no,no,no,no,yes,no,944824,no,yes,957052,989116
26,2,10,nw7.bmp,neg,word,30,2205.jpg,1420,maske_12.bmp,50,990883,990923,990983,yes,no,no,no,no,no,992403,yes,no,996803,998707
26,2,11,nw13.bmp,pos,word,50,2091.jpg,1400,maske_4.bmp,50,1000474,1000534,1000594,no,yes,no,no,no,no,1001994,no,yes,1014147,1016531
