subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
79,1,0,nw22.bmp,neg,word,30,9432.jpg,1420,maske_4.bmp,50,423941,424007,424072,none,none,none,none,none,none,none,yes,no,425492,428000
79,1,1,nw7.bmp,neg,word,60,9280.jpg,1390,maske_7.bmp,50,429934,430001,430100,none,none,none,none,none,none,none,yes,no,431490,433697
79,1,2,cs14.bmp,pos,prod,50,1463.jpg,1400,maske_8.bmp,50,435642,435740,435805,none,none,none,none,none,none,none,no,yes,437205,438057
79,1,3,Mneu05_.bmp,neg,face,40,3300.jpg,1410,maske_9.bmp,50,439991,440056,440120,none,none,none,none,none,none,none,yes,no,441531,442360
79,1,4,cs30.bmp,pos,prod,30,7330.JPG,1420,maske_2.bmp,50,444356,444422,444488,none,none,none,none,none,none,none,no,yes,445908,446720
79,1,5,W02.bmp,pos,face,30,2341.jpg,1420,maske_6.bmp,50,448678,448749,448816,none,none,none,none,none,none,none,no,yes,450236,451209
79,1,6,cs21.bmp,neg,prod,40,2141.jpg,1410,maske_8.bmp,50,453157,453223,453289,none,none,none,none,none,none,none,yes,no,454699,455641
79,1,7,nw3.bmp,pos,word,70,2058.jpg,1380,maske_5.bmp,50,457580,457677,457744,none,none,none,none,none,none,none,no,yes,459124,460432
79,1,8,cs29.bmp,neg,prod,30,9520.JPG,1420,maske_12.bmp,50,462402,462468,462535,none,none,none,none,none,none,none,yes,no,463955,464832
79,1,9,nw30.bmp,neg,word,90,6311.jpg,1360,maske_10.bmp,50,466806,466939,467038,none,none,none,none,none,none,none,yes,no,468398,469561
79,1,10,PM04.bmp,pos,face,40,1440.jpg,1410,maske_5.bmp,50,471581,471647,471713,none,none,none,none,none,none,none,no,yes,473123,473969
