subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
37,1,0,cs19.bmp,pos,prod,40,5831.jpg,1410,maske_5.bmp,50,443413,443463,443523,none,none,none,none,none,none,none,no,yes,444933,446191
37,1,1,W07.bmp,neg,face,90,9435.jpg,1360,maske_2.bmp,50,447993,448093,448153,none,none,none,none,none,none,none,yes,no,449513,450181
37,1,2,Mneu20_.bmp,pos,face,70,1750.JPG,1380,maske_11.bmp,50,451963,452043,452103,none,none,none,none,none,none,none,no,yes,453483,454225
37,1,3,nw18.bmp,neg,word,100,9435.jpg,1400,maske_12.bmp,0,455983,452043,456093,none,none,none,none,none,none,none,yes,no,457493,458569
37,1,4,nw11.bmp,pos,word,60,4626.jpg,1390,maske_1.bmp,50,460343,460412,460472,none,none,none,none,none,none,none,no,yes,461863,462614
37,1,5,cs14.bmp,pos,prod,60,2216.jpg,1390,maske_6.bmp,50,464383,464453,464513,none,none,none,none,none,none,none,no,yes,465903,467067
37,1,6,Mneu25_.bmp,neg,face,50,2276.jpg,1400,maske_7.bmp,50,468833,468893,468953,none,none,none,none,none,none,none,yes,no,470353,471129
37,1,7,cs17.bmp,pos,prod,30,1460.JPG,1420,maske_10.bmp,50,472903,472943,473003,none,none,none,none,none,none,none,yes,no,474423,475158
37,1,8,PM04.bmp,neg,face,80,6831.jpg,1370,maske_2.bmp,50,476922,477012,477072,none,none,none,none,none,none,none,yes,no,478442,479533
37,1,9,nw21.bmp,neg,word,50,9290.jpg,1400,maske_6.bmp,50,481303,481363,481423,none,none,none,none,none,none,none,yes,no,482823,483769
37,1,10,cs15.bmp,pos,prod,90,2091.jpg,1360,maske_5.bmp,50,485543,485643,485703,none,none,none,none,none,none,none,no,yes,487063,487931
37,1,11,cs26.bmp,pos,prod,80,7330.JPG,1370,maske_8.bmp,50,489692,489782,489842,none,none,none,none,none,none,none,no,yes,491212,492479
37,1,12,nw25.bmp,pos,word,90,2660.jpg,1360,maske_9.bmp,50,494242,494342,494402,none,none,none,none,none,none,none,no,yes,495762,496740
37,1,13,M07.bmp,pos,face,100,2057.jpg,1400,maske_8.bmp,0,498503,494342,498613,none,none,none,none,none,none,none,no,yes,500013,501111
37,1,14,empty7.png,neg,empty,40,3220.JPG,1410,maske_5.bmp,50,502872,502922,502982,none,none,none,none,none,none,none,yes,no,504392,505229
37,1,15,nw4.bmp,pos,word,30,1750.JPG,1420,maske_6.bmp,50,507002,507042,507102,none,none,none,none,none,none,none,yes,no,508522,510314
37,1,16,empty2.png,pos,empty,40,2209.jpg,1410,maske_4.bmp,50,512082,512132,512192,none,none,none,none,none,none,none,no,yes,513602,514928
37,1,17,nw8.bmp,pos,word,70,1750.JPG,1380,maske_6.bmp,50,516702,516782,516842,none,none,none,none,none,none,none,no,yes,518222,519060
37,1,18,nw20.bmp,neg,word,80,2053.JPG,1370,maske_3.bmp,50,520832,520922,520982,none,none,none,none,none,none,none,yes,no,522352,523448
37,1,19,cs28.bmp,neg,prod,30,9432.jpg,1420,maske_10.bmp,50,525212,525252,525312,none,none,none,none,none,none,none,no,yes,526732,527668
37,1,20,cs21.bmp,neg,prod,100,2205.jpg,1400,maske_10.bmp,0,529441,525252,529551,none,none,none,none,none,none,none,yes,no,530951,531775
37,1,21,Mneu18_.bmp,pos,face,30,2341.jpg,1420,maske_3.bmp,50,533542,533582,533642,none,none,none,none,none,none,none,yes,no,535062,535800
37,1,22,W02.bmp,pos,face,40,5910.JPG,1410,maske_9.bmp,50,537572,537622,537682,none,none,none,none,none,none,none,no,yes,539092,539864
37,1,23,cs24.bmp,neg,prod,70,9000.jpg,1380,maske_8.bmp,50,541632,541712,541772,none,none,none,none,none,none,none,no,yes,543152,544016
37,1,24,Mneu24_.bmp,pos,face,80,8461.jpg,1370,maske_2.bmp,50,545781,545871,545931,none,none,none,none,none,none,none,yes,no,547301,548111
37,1,25,cs2.bmp,pos,prod,50,4626.jpg,1400,maske_5.bmp,50,549882,549942,550002,none,none,none,none,none,none,none,no,yes,551402,552215
37,1,26,Mneu11_.bmp,neg,face,30,9435.jpg,1420,maske_3.bmp,50,553982,554022,554082,none,none,none,none,none,none,none,yes,no,555502,556190
37,1,27,nw27.bmp,neg,word,30,9432.jpg,1420,maske_1.bmp,50,557951,557991,558051,none,none,none,none,none,none,none,no,yes,559471,560198
37,1,28,nw22.bmp,pos,word,40,1750.JPG,1410,maske_10.bmp,50,561971,562021,562081,none,none,none,none,none,none,none,yes,no,563491,564746
37,1,29,cs3.bmp,neg,prod,90,9280.jpg,1360,maske_4.bmp,50,566512,566612,566672,none,none,none,none,none,none,none,yes,no,568032,570534
37,1,30,W20.bmp,neg,face,70,7359.jpg,1380,maske_6.bmp,50,572311,572391,572451,none,none,none,none,none,none,none,yes,no,573831,574922
37,1,31,cs29.bmp,neg,prod,50,3300.jpg,1400,maske_11.bmp,50,576711,576771,576831,none,none,none,none,none,none,none,yes,no,578231,579093
37,1,32,cs10.bmp,neg,prod,80,9340.JPG,1370,maske_8.bmp,50,580871,580961,581021,none,none,none,none,none,none,none,yes,no,582391,583380
37,1,33,empty2.png,pos,empty,30,2660.jpg,1420,maske_8.bmp,50,585181,585221,585281,none,none,none,none,none,none,none,yes,no,586701,587649
37,1,34,nw7.bmp,neg,word,70,2900.1.jpg,1380,maske_2.bmp,50,589421,589501,589561,none,none,none,none,none,none,none,yes,no,590941,591623
37,1,35,Mneu01_.bmp,neg,face,60,9611.jpg,1390,maske_10.bmp,50,593391,593461,593521,none,none,none,none,none,none,none,yes,no,594911,595755
37,1,36,Wneu02_.bmp,pos,face,60,2209.jpg,1390,maske_3.bmp,50,597520,597590,597650,none,none,none,none,none,none,none,no,yes,599040,600085
37,1,37,nw6.bmp,pos,word,50,1460.JPG,1400,maske_2.bmp,50,601861,601921,601981,none,none,none,none,none,none,none,yes,no,603381,604167
37,1,38,Mneu05_.bmp,pos,face,50,2395.jpg,1400,maske_11.bmp,50,606001,606061,606121,none,none,none,none,none,none,none,yes,no,607521,609131
37,1,39,cs9.bmp,pos,prod,100,8540.JPG,1400,maske_11.bmp,0,610900,606061,611010,none,none,none,none,none,none,none,no,yes,612410,613452
37,1,40,empty8.png,neg,empty,30,9320.jpg,1420,maske_6.bmp,50,615220,615260,615320,none,none,none,none,none,none,none,yes,no,616740,617677
37,1,41,empty1.png,neg,empty,50,2455.jpg,1400,maske_6.bmp,50,619441,619501,619561,none,none,none,none,none,none,none,yes,no,620961,621790
37,1,42,Wneu05_.bmp,neg,face,100,2900.1.jpg,1400,maske_2.bmp,0,623551,619501,623661,none,none,none,none,none,none,none,yes,no,625061,625798
37,1,43,nw30.bmp,neg,word,60,9432.jpg,1390,maske_1.bmp,50,627560,627630,627690,none,none,none,none,none,none,none,no,yes,629080,629916
37,1,44,M02_.bmp,neg,face,40,9340.JPG,1410,maske_2.bmp,50,631690,631740,631800,none,none,none,none,none,none,none,yes,no,633210,634310
37,1,45,cs6.bmp,neg,prod,60,9007.jpg,1390,maske_1.bmp,50,636070,636140,636200,none,none,none,none,none,none,none,yes,no,637590,638364
37,1,46,W04.bmp,pos,face,90,2150.JPG,1360,maske_4.bmp,50,640150,640250,640310,none,none,none,none,none,none,none,no,yes,641670,642391
37,1,47,nw2.bmp,pos,word,100,1750.JPG,1400,maske_9.bmp,0,644180,640250,644290,none,none,none,none,none,none,none,no,yes,645690,646566
37,1,48,nw5.bmp,neg,word,90,9331.jpg,1360,maske_11.bmp,50,648330,648430,648490,none,none,none,none,none,none,none,yes,no,649850,650564
37,1,49,cs13.bmp,neg,prod,40,9000.jpg,1410,maske_2.bmp,50,652339,652389,652449,none,none,none,none,none,none,none,yes,no,653859,654602
37,1,50,nw19.bmp,pos,word,80,8540.JPG,1370,maske_9.bmp,50,656380,656470,656530,none,none,none,none,none,none,none,no,yes,657900,658565
37,1,51,empty2.png,pos,empty,50,2080.jpg,1400,maske_7.bmp,50,660330,660390,660450,none,none,none,none,none,none,none,no,yes,661850,662735
37,1,52,cs30.bmp,pos,prod,70,7330.JPG,1380,maske_10.bmp,50,664500,664580,664640,none,none,none,none,none,none,none,no,yes,666020,666801
37,1,53,nw10.bmp,neg,word,40,6831.jpg,1410,maske_1.bmp,50,668569,668619,668679,none,none,none,none,none,none,none,yes,no,670089,670917
37,1,54,Wneu05_.bmp,neg,face,100,2276.jpg,1400,maske_8.bmp,0,730129,668619,730239,none,none,none,none,none,none,none,yes,no,731639,732705
37,1,55,M07.bmp,pos,face,100,2209.jpg,1400,maske_3.bmp,0,734478,668619,734588,none,none,none,none,none,none,none,no,yes,735988,736725
37,1,56,empty2.png,pos,empty,40,2660.jpg,1410,maske_3.bmp,50,738488,738538,738598,none,none,none,none,none,none,none,yes,no,740008,740636
37,1,57,Mneu05_.bmp,pos,face,50,2660.jpg,1400,maske_2.bmp,50,742409,742469,742529,none,none,none,none,none,none,none,yes,no,743929,744616
37,1,58,W02.bmp,pos,face,40,2550.jpg,1410,maske_1.bmp,50,746389,746439,746499,none,none,none,none,none,none,none,no,yes,747909,748631
37,1,59,empty8.png,neg,empty,30,9041.jpg,1420,maske_7.bmp,50,750398,750438,750498,none,none,none,none,none,none,none,yes,no,751918,752606
37,1,60,nw18.bmp,neg,word,100,9561.jpg,1400,maske_4.bmp,0,754368,750438,754478,none,none,none,none,none,none,none,yes,no,755878,756656
37,1,61,Mneu01_.bmp,neg,face,60,2900.1.jpg,1390,maske_7.bmp,50,758428,758498,758558,none,none,none,none,none,none,none,yes,no,759948,760749
37,1,62,cs26.bmp,pos,prod,80,2071.jpg,1370,maske_7.bmp,50,762518,762608,762668,none,none,none,none,none,none,none,no,yes,764038,764667
37,1,63,cs21.bmp,neg,prod,100,3220.JPG,1400,maske_5.bmp,0,766428,762608,766538,none,none,none,none,none,none,none,yes,no,767938,768638
37,1,64,PM04.bmp,neg,face,80,9265.jpg,1370,maske_6.bmp,50,770408,770498,770558,none,none,none,none,none,none,none,yes,no,771928,773403
37,1,65,empty2.png,pos,empty,50,2395.jpg,1400,maske_4.bmp,50,775177,775237,775297,none,none,none,none,none,none,none,yes,no,776697,778123
37,1,66,nw11.bmp,pos,word,60,8420.JPG,1390,maske_8.bmp,50,779898,779968,780028,none,none,none,none,none,none,none,no,yes,781418,782139
37,1,67,cs19.bmp,pos,prod,40,4626.jpg,1410,maske_7.bmp,50,783918,783968,784028,none,none,none,none,none,none,none,no,yes,785438,786177
37,1,68,cs30.bmp,pos,prod,70,2071.jpg,1380,maske_6.bmp,50,787958,788037,788097,none,none,none,none,none,none,none,no,yes,789477,790240
37,1,69,nw8.bmp,pos,word,70,2260.JPG,1380,maske_3.bmp,50,792017,792097,792157,none,none,none,none,none,none,none,no,yes,793537,794298
37,1,70,nw10.bmp,neg,word,40,2276.jpg,1410,maske_2.bmp,50,796058,796108,796168,none,none,none,none,none,none,none,yes,no,797578,798237
37,1,71,nw7.bmp,neg,word,70,2053.JPG,1380,maske_2.bmp,50,800018,800098,800158,none,none,none,none,none,none,none,yes,no,801538,802569
37,1,72,Mneu24_.bmp,pos,face,80,2080.jpg,1370,maske_3.bmp,50,804337,804427,804487,none,none,none,none,none,none,none,yes,no,805857,806490
37,1,73,nw27.bmp,neg,word,30,9331.jpg,1420,maske_1.bmp,50,808267,808307,808367,none,none,none,none,none,none,none,yes,no,809787,810473
37,1,74,Mneu25_.bmp,neg,face,50,9430.JPG,1400,maske_6.bmp,50,812238,812298,812358,none,none,none,none,none,none,none,yes,no,813758,814527
