subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
71,1,0,nw10.bmp,pos,word,100,2395.jpg,1400,maske_12.bmp,0,281326,subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
71,1,0,nw10.bmp,pos,word,100,2395.jpg,1400,maske_12.bmp,0,373949,none,374059,none,none,none,none,none,none,none,no,yes,375459,377239
71,1,1,cs13.bmp,neg,prod,50,2276.jpg,1400,maske_4.bmp,50,379039,none,379159,none,none,none,none,none,none,none,yes,no,380559,381894
71,1,2,cs5.bmp,neg,prod,80,9415.jpg,1370,maske_6.bmp,50,383658,none,383808,none,none,none,none,none,none,none,yes,no,385178,387710
71,1,3,Wneu02_.bmp,neg,face,50,9530.JPG,1400,maske_11.bmp,50,389479,none,389599,none,none,none,none,none,none,none,yes,no,390999,391703
71,1,4,nw3.bmp,pos,word,90,8461.jpg,1360,maske_6.bmp,50,393469,none,393629,none,none,none,none,none,none,none,no,yes,394989,396302
71,1,5,nw2.bmp,pos,word,70,8461.jpg,1380,maske_1.bmp,50,398068,none,398208,none,none,none,none,none,none,none,no,yes,399588,400278
71,1,6,empty4.png,neg,empty,30,9830.jpg,1420,maske_6.bmp,50,402038,none,402138,none,none,none,none,none,none,none,yes,no,403558,404206
71,1,7,cs14.bmp,pos,prod,30,2071.jpg,1420,maske_1.bmp,50,405969,none,406069,none,none,none,none,none,none,none,no,yes,407489,408199
71,1,8,W02.bmp,pos,face,80,7502.jpg,1370,maske_7.bmp,50,409968,none,410118,none,none,none,none,none,none,none,no,yes,411488,413166
71,1,9,Mneu25_.bmp,neg,face,100,2053.JPG,1400,maske_5.bmp,0,414928,none,415038,none,none,none,none,none,none,none,yes,no,416438,417910
71,1,10,Wneu05_.bmp,neg,face,80,9342.jpg,1370,maske_10.bmp,50,419688,none,419838,none,none,none,none,none,none,none,yes,no,421208,421966
71,1,11,empty6.png,pos,empty,30,2057.jpg,1420,maske_2.bmp,50,423728,none,423828,none,none,none,none,none,none,none,no,yes,425248,426335
71,1,12,nw9.bmp,neg,word,50,9331.jpg,1400,maske_5.bmp,50,428108,none,428228,none,none,none,none,none,none,none,yes,no,429628,430367
71,1,13,empty6.png,neg,empty,50,7359.jpg,1400,maske_4.bmp,50,432138,none,432258,none,none,none,none,none,none,none,yes,no,433658,434406
71,1,14,Mneu11_.bmp,pos,face,70,1750.JPG,1380,maske_1.bmp,50,436177,none,436317,none,none,none,none,none,none,none,no,yes,437697,438606
71,1,15,Wneu03_.bmp,neg,face,60,2205.jpg,1390,maske_9.bmp,50,440367,none,440497,none,none,none,none,none,none,none,yes,no,441887,442839
71,1,16,cs9.bmp,neg,prod,70,9180.JPG,1380,maske_12.bmp,50,444608,none,444748,none,none,none,none,none,none,none,yes,no,446128,446847
71,1,17,cs22.bmp,pos,prod,100,2091.jpg,1400,maske_8.bmp,0,448607,none,448717,none,none,none,none,none,none,none,yes,no,450117,450782
71,1,18,nw8.bmp,pos,word,50,4626.jpg,1400,maske_7.bmp,50,452557,none,452677,none,none,none,none,none,none,none,no,yes,454077,454734
71,1,19,nw22.bmp,pos,word,80,8461.jpg,1370,maske_3.bmp,50,456497,none,456647,none,none,none,none,none,none,none,yes,no,458017,458743
71,1,20,nw26.bmp,pos,word,30,7502.jpg,1420,maske_7.bmp,50,460507,none,460607,none,none,none,none,none,none,none,no,yes,462027,462839
71,1,21,nw13.bmp,neg,word,40,9041.jpg,1410,maske_6.bmp,50,464607,none,464717,none,none,none,none,none,none,none,yes,no,466127,466958
71,1,22,cs17.bmp,pos,prod,90,1463.jpg,1360,maske_4.bmp,50,468727,none,468887,none,none,none,none,none,none,none,no,yes,470247,471022
71,1,23,W12.bmp,neg,face,40,2141.jpg,1410,maske_3.bmp,50,472786,none,472896,none,none,none,none,none,none,none,yes,no,474306,475030
71,1,24,nw25.bmp,neg,word,30,2053.JPG,1420,maske_3.bmp,50,476797,none,476897,none,none,none,none,none,none,none,yes,no,478317,479471
71,1,25,cs2.bmp,pos,prod,50,2091.jpg,1400,maske_4.bmp,50,481237,none,481357,none,none,none,none,none,none,none,yes,no,482757,483838
71,1,26,empty4.png,pos,empty,50,2550.jpg,1400,maske_4.bmp,50,485606,none,485726,none,none,none,none,none,none,none,no,yes,487126,487846
71,1,27,cs21.bmp,pos,prod,40,7330.JPG,1410,maske_10.bmp,50,489616,none,489726,none,none,none,none,none,none,none,no,yes,491136,491910
71,1,28,nw20.bmp,pos,word,40,2550.jpg,1410,maske_4.bmp,50,493677,none,493787,none,none,none,none,none,none,none,no,yes,495197,495879
71,1,29,cs4.bmp,neg,prod,60,9340.JPG,1390,maske_4.bmp,50,497656,none,497786,none,none,none,none,none,none,none,yes,no,499176,499903
71,1,30,nw7.bmp,pos,word,60,2341.jpg,1390,maske_6.bmp,50,501666,none,501796,none,none,none,none,none,none,none,no,yes,503186,503878
71,1,31,M14.bmp,pos,face,100,8540.JPG,1400,maske_3.bmp,0,505646,none,505756,none,none,none,none,none,none,none,no,yes,507156,507838
71,1,32,cs3.bmp,pos,prod,60,2395.jpg,1390,maske_6.bmp,50,509605,none,509735,none,none,none,none,none,none,none,yes,no,511125,511823
71,1,33,cs28.bmp,pos,prod,70,2070.jpg,1380,maske_8.bmp,50,513586,none,513726,none,none,none,none,none,none,none,yes,no,515106,515831
71,1,34,nw14.bmp,neg,word,80,3181.jpg,1370,maske_1.bmp,50,517616,none,517766,none,none,none,none,none,none,none,yes,no,519136,519862
71,1,35,cs15.bmp,neg,prod,40,3181.jpg,1410,maske_3.bmp,50,521635,none,521745,none,none,none,none,none,none,none,no,yes,523155,524222
71,1,36,empty5.png,pos,empty,40,1440.jpg,1410,maske_11.bmp,50,525985,none,526095,none,none,none,none,none,none,none,no,yes,527505,528399
71,1,37,nw5.bmp,neg,word,90,3300.jpg,1360,maske_4.bmp,50,530166,none,530326,none,none,none,none,none,none,none,yes,no,531686,532799
71,1,38,nw21.bmp,neg,word,60,9330.jpg,1390,maske_7.bmp,50,534575,none,534705,none,none,none,none,none,none,none,yes,no,536095,536878
71,1,39,nw30.bmp,neg,word,70,3300.jpg,1380,maske_12.bmp,50,538645,none,538785,none,none,none,none,none,none,none,yes,no,540165,540886
71,1,40,cs1.bmp,pos,prod,80,2260.JPG,1370,maske_3.bmp,50,542665,none,542815,none,none,none,none,none,none,none,yes,no,544185,544910
71,1,41,Mneu01_.bmp,pos,face,60,2345.jpg,1390,maske_6.bmp,50,546685,none,546815,none,none,none,none,none,none,none,no,yes,548205,548903
71,1,42,empty4.png,neg,empty,40,9432.jpg,1410,maske_4.bmp,50,550665,none,550775,none,none,none,none,none,none,none,yes,no,552185,553070
71,1,43,W16.bmp,neg,face,30,9280.jpg,1420,maske_9.bmp,50,554835,none,554935,none,none,none,none,none,none,none,yes,no,556355,557038
71,1,44,W07.bmp,neg,face,90,6311.jpg,1360,maske_8.bmp,50,558794,none,558954,none,none,none,none,none,none,none,yes,no,560314,561158
