subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
59,1,0,cs28.bmp,neg,prod,100,6,2193115,2198055
59,1,1,cs30.bmp,pos,prod,90,15,2198756,2201170
59,1,2,nw30.bmp,pos,word,90,14,2201808,2204498
59,1,3,nw2.bmp,neg,word,40,5,2205138,2207644
59,1,4,Mneu11_.bmp,pos,face,90,11,2208287,2210746
59,1,5,cs9.bmp,pos,prod,40,1,2211387,2213669
59,1,6,Mneu24_.bmp,neg,face,100,9,2214306,2216693
59,1,7,nw13.bmp,neg,word,80,10,2217327,2220155
59,1,8,cs21.bmp,neg,prod,50,11,2220798,2225343
59,1,9,M16_.bmp,pos,face,100,7,2225977,2227679
59,1,10,nw9.bmp,pos,word,80,5,2228317,2230978
59,1,11,cs3.bmp,neg,prod,30,8,2231617,2240173
59,1,12,nw25.bmp,pos,word,100,14,2240808,2243410
59,1,13,cs14.bmp,pos,prod,30,8,2244048,2247323
59,1,14,M07.bmp,neg,face,70,3,2247967,2252315
59,1,15,cs4.bmp,neg,prod,60,6,2252959,2255201
59,1,16,cs8.bmp,pos,prod,60,8,2255841,2257947
59,1,17,cs24.bmp,neg,prod,40,7,2258587,2261134
59,1,18,nw8.bmp,pos,word,50,13,2261777,2264041
59,1,19,cs13.bmp,neg,prod,70,14,2264678,2266494
59,1,20,cs19.bmp,pos,prod,50,11,2267137,2270008
59,1,21,Mneu20_.bmp,pos,face,70,6,2270648,2273721
59,1,22,PM04.bmp,neg,face,80,5,2274356,2276513
59,1,23,W16.bmp,pos,face,30,12,2277146,2279866
59,1,24,nw18.bmp,pos,word,70,6,2280508,2283860
59,1,25,Mneu25_.bmp,neg,face,90,2,2284497,2286606
59,1,26,nw5.bmp,neg,word,70,7,2287248,2289822
59,1,27,nw27.bmp,pos,word,60,5,2290456,2292322
59,1,28,Mneu01_.bmp,pos,face,80,4,2292957,2296020
59,1,29,cs22.bmp,neg,prod,80,12,2296658,2299066
59,1,30,Wneu02_.bmp,pos,face,50,13,2299707,2301549
59,1,31,nw21.bmp,neg,word,30,7,2302187,2305973
59,1,32,cs10.bmp,pos,prod,100,0,2306607,2309835
59,1,33,W04.bmp,neg,face,50,12,2310477,2312733
59,1,34,W02.bmp,neg,face,40,9,2313377,2315804
59,1,35,W03.bmp,neg,face,30,10,2316446,2318446
59,1,36,nw4.bmp,neg,word,100,12,2319087,2320778
59,1,37,cs15.bmp,pos,prod,80,6,2321415,2323157
59,1,38,Wneu03_.bmp,pos,face,40,14,2323797,2326098
59,1,39,nw7.bmp,neg,word,60,7,2326736,2328801
59,1,40,cs1.bmp,neg,prod,90,4,2329436,2331621
59,1,41,M02_.bmp,pos,face,60,4,2332256,2334677
59,1,42,cs11.bmp,pos,prod,70,7,2335317,2337033
59,1,43,nw10.bmp,neg,word,90,11,2337676,2339639
59,1,44,nw28.bmp,neg,word,50,4,2340276,2342664
59,1,45,nw22.bmp,pos,word,40,6,2343306,2345427
59,1,46,nw3.bmp,pos,word,30,2,2346067,2348036
59,1,47,Mneu18_.bmp,neg,face,60,9,2348677,2350742
