subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
13,1,0,empty3.png,neg,empty,40,9180.JPG,1410,maske_10.bmp,50,635526,635576,635636,none,none,none,none,none,none,none,yes,no,637046,639826
13,1,1,Wneu03_.bmp,pos,face,30,1460.JPG,1420,maske_7.bmp,50,641657,641697,641757,none,none,none,none,none,none,none,no,yes,643177,645658
13,1,2,cs30.bmp,pos,prod,40,2050.jpg,1410,maske_1.bmp,50,647496,647546,647606,none,none,none,none,none,none,none,no,yes,649016,651505
13,1,3,cs5.bmp,neg,prod,30,2276.jpg,1420,maske_11.bmp,50,653287,653327,653387,none,none,none,none,none,none,none,yes,no,654807,657226
13,1,4,nw3.bmp,neg,word,40,6831.jpg,1410,maske_3.bmp,50,659006,659056,659116,none,none,none,none,none,none,none,yes,no,660526,663130
13,1,5,W20.bmp,pos,face,60,1440.jpg,1390,maske_6.bmp,50,664916,664986,665046,none,none,none,none,none,none,none,no,yes,666436,668729
13,1,6,M16_.bmp,neg,face,50,7359.jpg,1400,maske_4.bmp,50,670525,670585,670645,none,none,none,none,none,none,none,yes,no,672045,674498
13,1,7,Mneu11_.bmp,neg,face,30,7359.jpg,1420,maske_11.bmp,50,676286,676326,676386,none,none,none,none,none,none,none,yes,no,677806,680570
13,1,8,empty5.png,neg,empty,50,9415.jpg,1400,maske_6.bmp,50,682345,682405,682465,none,none,none,none,none,none,none,yes,no,683865,686457
13,1,9,nw13.bmp,neg,word,30,9435.jpg,1420,maske_3.bmp,50,688236,688276,688336,none,none,none,none,none,none,none,yes,no,689756,692258
13,1,10,cs28.bmp,neg,prod,100,2455.jpg,1400,maske_12.bmp,0,694045,688276,694155,none,none,none,none,none,none,none,yes,no,695555,697850
13,1,11,nw5.bmp,pos,word,60,2058.jpg,1390,maske_9.bmp,50,699635,699705,699765,none,none,none,none,none,none,none,no,yes,701155,703465
13,1,12,empty2.png,neg,empty,30,9432.jpg,1420,maske_7.bmp,50,705244,705284,705344,none,none,none,none,none,none,none,yes,no,706764,709986
13,1,13,nw9.bmp,neg,word,80,9430.JPG,1370,maske_10.bmp,50,711765,711855,711915,none,none,none,none,none,none,none,yes,no,713285,715930
13,1,14,cs19.bmp,neg,prod,50,9331.jpg,1400,maske_7.bmp,50,717704,717764,717824,none,none,none,none,none,none,none,yes,no,719224,721617
13,1,15,cs17.bmp,pos,prod,80,1463.jpg,1370,maske_8.bmp,50,723405,723495,723555,none,none,none,none,none,none,none,no,yes,724925,727346
13,1,16,empty7.png,pos,empty,40,4626.jpg,1410,maske_6.bmp,50,729134,729184,729244,none,none,none,none,none,none,none,no,yes,730655,733209
13,1,17,nw26.bmp,neg,word,100,9220.jpg,1400,maske_12.bmp,0,734994,729184,735104,none,none,none,none,none,none,none,yes,no,736504,739073
13,1,18,Mneu20_.bmp,pos,face,70,7330.JPG,1380,maske_1.bmp,50,740865,740945,741005,none,none,none,none,none,none,none,no,yes,742385,744762
13,1,19,cs1.bmp,pos,prod,70,2150.JPG,1380,maske_6.bmp,50,746544,746624,746684,none,none,none,none,none,none,none,no,yes,748064,751138
13,1,20,cs21.bmp,pos,prod,100,7330.JPG,1400,maske_3.bmp,0,752924,746624,753034,none,none,none,none,none,none,none,no,yes,754434,756873
13,1,21,cs10.bmp,pos,prod,30,1460.JPG,1420,maske_6.bmp,50,758664,758704,758764,none,none,none,none,none,none,none,yes,no,760184,762514
13,1,22,W04.bmp,pos,face,80,2341.jpg,1370,maske_9.bmp,50,764294,764384,764444,none,none,none,none,none,none,none,no,yes,765814,768145
13,1,23,cs9.bmp,neg,prod,60,2141.jpg,1390,maske_5.bmp,50,769923,769993,770053,none,none,none,none,none,none,none,yes,no,771443,773985
13,1,24,nw19.bmp,pos,word,80,2209.jpg,1370,maske_2.bmp,50,775774,775864,775924,none,none,none,none,none,none,none,no,yes,777294,779642
13,1,25,Mneu01_.bmp,neg,face,70,9830.jpg,1380,maske_9.bmp,50,781423,781503,781563,none,none,none,none,none,none,none,yes,no,782943,785802
13,1,26,cs13.bmp,pos,prod,50,2660.jpg,1400,maske_2.bmp,50,787703,787763,787823,none,none,none,none,none,none,none,no,yes,789223,791745
13,1,27,W12.bmp,pos,face,40,8420.JPG,1410,maske_12.bmp,50,793543,793593,793653,none,none,none,none,none,none,none,no,yes,795063,797562
13,1,28,nw30.bmp,pos,word,50,2345.jpg,1400,maske_7.bmp,50,799353,799413,799473,none,none,none,none,none,none,none,no,yes,800873,803290
13,1,29,cs15.bmp,pos,prod,90,2071.jpg,1360,maske_9.bmp,50,805072,805172,805232,none,none,none,none,none,none,none,no,yes,806592,809001
13,1,30,cs11.bmp,neg,prod,40,9432.jpg,1410,maske_11.bmp,50,810783,810833,810893,none,none,none,none,none,none,none,yes,no,812303,814754
13,1,31,Mneu05_.bmp,pos,face,50,2311.jpg,1400,maske_12.bmp,50,816532,816592,816652,none,none,none,none,none,none,none,no,yes,818052,822849
13,1,32,W07.bmp,neg,face,100,9342.jpg,1400,maske_9.bmp,0,824632,816592,824742,none,none,none,none,none,none,none,yes,no,826142,828474
13,1,33,cs29.bmp,neg,prod,90,9520.JPG,1360,maske_2.bmp,50,830262,830362,830422,none,none,none,none,none,none,none,yes,no,831782,834138
13,1,34,nw7.bmp,neg,word,50,6831.jpg,1400,maske_11.bmp,50,835922,835982,836042,none,none,none,none,none,none,none,yes,no,837442,839705
13,1,35,M14.bmp,pos,face,100,5910.JPG,1400,maske_6.bmp,0,841501,835982,841611,none,none,none,none,none,none,none,no,yes,843011,845377
13,1,36,nw6.bmp,pos,word,90,5910.JPG,1360,maske_12.bmp,50,847162,847262,847322,none,none,none,none,none,none,none,no,yes,848682,851418
