subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
19,1,0,cs6.bmp,neg,prod,70,9331.jpg,1380,maske_11.bmp,50,515628,515708,515768,none,none,none,none,none,none,none,yes,no,517148,517976
19,1,1,nw5.bmp,pos,word,50,1920.JPG,1400,maske_2.bmp,50,519798,519858,519918,none,none,none,none,none,none,none,no,yes,521318,522144
19,1,2,cs11.bmp,pos,prod,40,2216.jpg,1410,maske_12.bmp,50,523908,523958,524018,none,none,none,none,none,none,none,no,yes,525428,526200
19,1,3,nw25.bmp,neg,word,40,9611.jpg,1410,maske_3.bmp,50,527968,528018,528078,none,none,none,none,none,none,none,yes,no,529488,530368
19,1,4,nw14.bmp,neg,word,30,9530.JPG,1420,maske_6.bmp,50,532138,532178,532238,none,none,none,none,none,none,none,yes,no,533658,534457
19,1,5,empty4.png,neg,empty,30,9430.JPG,1420,maske_10.bmp,50,536218,536258,536318,none,none,none,none,none,none,none,yes,no,537738,539072
19,1,6,M16_.bmp,pos,face,50,2150.JPG,1400,maske_11.bmp,50,540848,540908,540968,none,none,none,none,none,none,none,no,yes,542368,543672
19,1,7,cs30.bmp,neg,prod,100,9830.jpg,1400,maske_7.bmp,0,545427,540908,545537,none,none,none,none,none,none,none,yes,no,546937,548424
19,1,8,W12.bmp,neg,face,60,2900.1.jpg,1390,maske_3.bmp,50,550188,550258,550318,none,none,none,none,none,none,none,yes,no,551708,552560
19,1,9,nw26.bmp,pos,word,80,7502.jpg,1370,maske_6.bmp,50,554638,554728,554788,none,none,none,none,none,none,none,no,yes,556158,557376
19,1,10,nw2.bmp,pos,word,30,2091.jpg,1420,maske_5.bmp,50,559148,559187,559247,none,none,none,none,none,none,none,no,yes,560668,561600
19,1,11,nw30.bmp,neg,word,50,9000.jpg,1400,maske_7.bmp,50,563377,563437,563497,none,none,none,none,none,none,none,yes,no,564897,565848
19,1,12,nw11.bmp,neg,word,90,3160.JPG,1360,maske_4.bmp,50,567618,567718,567778,none,none,none,none,none,none,none,yes,no,569138,570169
19,1,13,cs28.bmp,pos,prod,50,2057.jpg,1400,maske_7.bmp,50,571938,571998,572058,none,none,none,none,none,none,none,no,yes,573458,574328
19,1,14,Mneu24_.bmp,pos,face,60,7502.jpg,1390,maske_10.bmp,50,576097,576167,576227,none,none,none,none,none,none,none,yes,no,577617,580304
19,1,15,Mneu05_.bmp,pos,face,40,2550.jpg,1410,maske_12.bmp,50,582077,582127,582187,none,none,none,none,none,none,none,no,yes,583597,585001
19,1,16,cs4.bmp,neg,prod,40,3220.JPG,1410,maske_8.bmp,50,586768,586818,586878,none,none,none,none,none,none,none,yes,no,588288,590952
19,1,17,M02_.bmp,pos,face,100,2071.jpg,1400,maske_1.bmp,0,592717,586818,592827,none,none,none,none,none,none,none,no,yes,594227,595384
19,1,18,nw10.bmp,neg,word,60,6311.jpg,1390,maske_9.bmp,50,597447,597517,597577,none,none,none,none,none,none,none,yes,no,598967,599952
19,1,19,cs1.bmp,pos,prod,100,7330.JPG,1400,maske_11.bmp,0,601718,597517,601828,none,none,none,none,none,none,none,no,yes,603228,605169
19,1,20,Mneu25_.bmp,neg,face,90,9530.JPG,1360,maske_9.bmp,50,606937,607037,607097,none,none,none,none,none,none,none,yes,no,608457,609712
19,1,21,cs15.bmp,pos,prod,90,2345.jpg,1360,maske_6.bmp,50,611497,611597,611657,none,none,none,none,none,none,none,no,yes,613017,613832
19,1,22,W04.bmp,neg,face,80,9611.jpg,1370,maske_7.bmp,50,615617,615707,615767,none,none,none,none,none,none,none,yes,no,617137,617992
19,1,23,W03.bmp,neg,face,70,3160.JPG,1380,maske_9.bmp,50,619757,619837,619897,none,none,none,none,none,none,none,yes,no,621277,622105
19,1,24,nw9.bmp,pos,word,90,2091.jpg,1360,maske_7.bmp,50,623867,623967,624027,none,none,none,none,none,none,none,no,yes,625387,626136
19,1,25,nw20.bmp,pos,word,100,5910.JPG,1400,maske_5.bmp,0,627897,623967,628007,none,none,none,none,none,none,none,no,yes,629407,631376
19,1,26,W07.bmp,neg,face,50,9415.jpg,1400,maske_9.bmp,50,633207,633267,633327,none,none,none,none,none,none,none,yes,no,634727,635792
19,1,27,nw18.bmp,pos,word,70,8461.jpg,1380,maske_6.bmp,50,637557,637637,637697,none,none,none,none,none,none,none,no,yes,639077,640920
19,1,28,empty4.png,pos,empty,50,2395.jpg,1400,maske_5.bmp,50,642687,642747,642807,none,none,none,none,none,none,none,no,yes,644207,645824
19,1,29,nw21.bmp,pos,word,40,2071.jpg,1410,maske_10.bmp,50,647587,647637,647697,none,none,none,none,none,none,none,no,yes,649107,650432
19,1,30,cs21.bmp,pos,prod,70,1750.JPG,1380,maske_2.bmp,50,652206,652286,652346,none,none,none,none,none,none,none,no,yes,653726,654929
19,1,31,nw3.bmp,neg,word,80,6311.jpg,1370,maske_2.bmp,50,656697,656787,656847,none,none,none,none,none,none,none,yes,no,658217,659000
19,1,32,Mneu11_.bmp,neg,face,100,9432.jpg,1400,maske_1.bmp,0,660767,656787,660877,none,none,none,none,none,none,none,no,yes,662277,663976
19,1,33,W16.bmp,pos,face,70,5910.JPG,1380,maske_7.bmp,50,665746,665826,665886,none,none,none,none,none,none,none,no,yes,667266,671056
19,1,34,cs22.bmp,pos,prod,30,7330.JPG,1420,maske_8.bmp,50,672827,672867,672927,none,none,none,none,none,none,none,no,yes,674347,675992
