subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmast_duration,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_practice_impression_rating,time_practice_trial_logger
26,2,0,W19.bmp,neg,face,30,9007.jpg,1420,maske_1.bmp,50,yes,no,no,no,no,no,377378,yes,no,380540,382387
26,2,1,empty2.png,neg,empty,30,9331.jpg,1420,maske_10.bmp,50,yes,no,no,no,no,no,385707,no,yes,387779,389676
26,2,2,cs12.bmp,neg,prod,30,2141.jpg,1420,maske_4.bmp,50,yes,no,no,no,no,no,392968,yes,no,395628,396651
26,2,3,empty3.png,pos,empty,30,2050.jpg,1420,maske_6.bmp,50,yes,no,no,no,no,no,399927,no,yes,402547,403379
26,2,4,nw12.bmp,neg,word,30,2276.jpg,1420,maske_12.bmp,50,no,yes,no,no,no,no,406657,yes,no,410060,411876
26,2,5,Mneu04_.bmp,pos,face,40,4626.jpg,1410,maske_4.bmp,50,no,yes,no,no,no,no,415167,no,yes,417355,418123
26,2,6,empty7.png,pos,empty,40,2209.jpg,1410,maske_3.bmp,50,yes,no,no,no,no,no,421406,no,yes,423060,423964
26,2,7,cs16.bmp,neg,prod,40,9432.jpg,1410,maske_9.bmp,50,yes,no,no,no,no,no,427257,yes,no,430236,430987
26,2,8,empty1.png,pos,empty,40,2080.jpg,1410,maske_12.bmp,50,yes,no,no,no,no,no,434266,no,yes,438259,439507
26,2,9,nw16.bmp,neg,word,40,9342.jpg,1410,maske_11.bmp,50,yes,no,no,no,no,no,442787,yes,no,444724,445572
26,2,10,M13.bmp,pos,face,50,2311.jpg,1400,maske_6.bmp,50,yes,no,no,no,no,no,448856,no,yes,451859,452459
26,2,11,empty6.png,pos,empty,50,2260.JPG,1400,maske_12.bmp,50,no,yes,no,no,no,no,455746,no,yes,458148,459092
26,2,12,cs20.bmp,pos,prod,50,5830.JPG,1400,maske_2.bmp,50,yes,no,no,no,no,no,462376,no,yes,464764,465403
26,2,13,empty3.png,pos,empty,50,1920.JPG,1400,maske_1.bmp,50,yes,no,no,no,no,no,468696,no,yes,470299,470995
26,2,14,nw17.bmp,pos,word,50,8420.JPG,1400,maske_3.bmp,50,no,yes,no,no,no,no,474285,no,yes,476076,476892
26,2,15,M18.bmp,pos,face,60,2216.jpg,1390,maske_12.bmp,50,no,no,no,yes,no,no,480186,no,yes,484228,485435
26,2,16,cs23.bmp,pos,prod,60,8420.JPG,1390,maske_2.bmp,50,no,yes,no,no,no,no,488725,no,yes,496748,498100
26,2,17,nw23.bmp,neg,word,60,2141.jpg,1390,maske_4.bmp,50,yes,no,no,no,no,no,501385,yes,no,502755,503979
