subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
2,2,0,Mneu18_.bmp,pos,face,100,14,5483518,5490411
2,2,1,Mneu05_.bmp,neg,face,60,2,5491110,5503891
2,2,2,cs28.bmp,pos,prod,100,8,5504534,5514091
2,2,3,cs21.bmp,neg,prod,40,10,5514733,5521323
2,2,4,W12.bmp,pos,face,50,6,5521972,5529067
2,2,5,W04.bmp,neg,face,30,12,5529712,5535027
2,2,6,cs24.bmp,neg,prod,50,12,5535671,5542563
2,2,7,Mneu24_.bmp,neg,face,90,10,5543210,5548291
2,2,8,Wneu05_.bmp,pos,face,30,11,5548932,5553627
2,2,9,Mneu20_.bmp,pos,face,40,9,5554272,5566731
2,2,10,PM04.bmp,pos,face,70,12,5567369,5571443
2,2,11,nw28.bmp,pos,word,40,12,5572090,5611459
2,2,12,cs26.bmp,neg,prod,30,6,5612101,5616963
2,2,13,nw7.bmp,neg,word,30,9,5617611,5620283
2,2,14,cs3.bmp,pos,prod,60,13,5620929,5624587
2,2,15,W02.bmp,neg,face,80,8,5625229,5630363
2,2,16,nw19.bmp,neg,word,40,15,5631007,5634267
2,2,17,M14.bmp,neg,face,70,7,5634910,5638891
2,2,18,cs19.bmp,pos,prod,70,7,5639540,5643835
2,2,19,cs29.bmp,pos,prod,30,12,5644478,5647731
2,2,20,cs22.bmp,pos,prod,90,14,5648381,5657363
2,2,21,nw4.bmp,pos,word,80,14,5658010,5660819
2,2,22,nw22.bmp,pos,word,60,16,5661462,5664595
2,2,23,nw14.bmp,pos,word,30,13,5665240,5672739
2,2,24,M16_.bmp,pos,face,60,9,5673379,5678035
2,2,25,nw18.bmp,neg,word,60,14,5678677,5683355
2,2,26,cs17.bmp,neg,prod,100,16,5683999,5688523
2,2,27,cs1.bmp,pos,prod,40,12,5689169,5698555
2,2,28,nw2.bmp,neg,word,50,7,5699197,5702347
2,2,29,nw13.bmp,neg,word,90,4,5702987,5706627
2,2,30,cs14.bmp,neg,prod,60,7,5707268,5710523
2,2,31,Mneu11_.bmp,neg,face,40,6,5711169,5715323
2,2,32,cs10.bmp,neg,prod,90,8,5715967,5720508
2,2,33,nw25.bmp,pos,word,70,9,5721149,5724547
2,2,34,Wneu03_.bmp,pos,face,80,7,5725188,5732195
2,2,35,nw20.bmp,pos,word,50,15,5732837,5736363
2,2,36,cs6.bmp,neg,prod,70,13,5737008,5741003
2,2,37,Mneu01_.bmp,pos,face,90,9,5741656,5747243
2,2,38,nw9.bmp,pos,word,90,14,5747886,5752299
2,2,39,M07.bmp,neg,face,50,4,5752947,5756843
2,2,40,nw27.bmp,neg,word,100,10,5757485,5762187
2,2,41,nw3.bmp,pos,word,100,15,5762827,5767035
2,2,42,nw30.bmp,neg,word,80,6,5767675,5771683
2,2,43,cs15.bmp,pos,prod,50,13,5772327,5778067
2,2,44,cs8.bmp,pos,prod,80,9,5778725,5781387
2,2,45,cs2.bmp,neg,prod,80,13,5782026,5786459
2,2,46,W20.bmp,neg,face,100,12,5787105,5791283
2,2,47,nw11.bmp,neg,word,70,6,5791924,5797739
