subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
22,2,0,nw26.bmp,neg,word,100,3220.JPG,1400,maske_2.bmp,0,1231537,subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
22,2,0,nw26.bmp,neg,word,100,3220.JPG,1400,maske_2.bmp,0,34221,subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
22,2,0,nw26.bmp,neg,word,100,3220.JPG,1400,maske_2.bmp,0,32954,subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
22,2,0,nw26.bmp,neg,word,100,3220.JPG,1400,maske_2.bmp,0,30125,none,30235,no,no,no,no,no,yes,31635,yes,no,33197,34477
22,2,1,cs19.bmp,neg,prod,80,3181.jpg,1370,maske_6.bmp,50,36295,none,36445,no,yes,no,no,no,no,37815,yes,no,77741,78597
22,2,2,cs14.bmp,pos,prod,30,1999.jpg,1420,maske_8.bmp,50,80364,none,80464,no,yes,no,no,no,no,81884,no,yes,83317,84141
22,2,3,Wneu05_.bmp,neg,face,90,2276.jpg,1360,maske_1.bmp,50,85904,none,86064,no,no,no,no,no,yes,87424,yes,no,88893,89733
22,2,4,Wneu02_.bmp,pos,face,40,2340.JPG,1410,maske_8.bmp,50,91513,none,91623,no,no,no,yes,no,no,93033,no,yes,94533,95117
22,2,5,cs30.bmp,pos,prod,50,2550.jpg,1400,maske_3.bmp,50,96884,none,97004,no,yes,no,no,no,no,98404,no,yes,99877,100893
22,2,6,empty4.png,pos,empty,40,2345.jpg,1410,maske_3.bmp,50,102694,none,102804,yes,no,no,no,no,no,104214,no,yes,105853,106541
