subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
49,1,0,cs15.bmp,neg,prod,60,6831.jpg,1390,maske_4.bmp,50,464676,464746,464806,none,none,none,none,none,none,none,yes,no,466196,467114
49,1,1,PM04.bmp,neg,face,90,3181.jpg,1360,maske_3.bmp,50,468937,469037,469097,none,none,none,none,none,none,none,yes,no,470457,471258
49,1,2,empty3.png,neg,empty,50,2750.jpg,1400,maske_8.bmp,50,473016,473076,473136,none,none,none,none,none,none,none,yes,no,474536,475578
49,1,3,nw21.bmp,pos,word,30,1721.jpg,1420,maske_1.bmp,50,477346,477386,477446,none,none,none,none,none,none,none,no,yes,478866,479801
49,1,4,M14.bmp,neg,face,30,9290.jpg,1420,maske_8.bmp,50,481566,481606,481666,none,none,none,none,none,none,none,yes,no,483086,484090
49,1,5,cs26.bmp,pos,prod,60,2660.jpg,1390,maske_3.bmp,50,485847,485917,485977,none,none,none,none,none,none,none,no,yes,487367,488178
49,1,6,Mneu05_.bmp,neg,face,40,9342.jpg,1410,maske_8.bmp,50,489946,489996,490056,none,none,none,none,none,none,none,yes,no,491466,493346
49,1,7,cs17.bmp,pos,prod,50,4626.jpg,1400,maske_3.bmp,50,495116,495176,495236,none,none,none,none,none,none,none,no,yes,496636,497602
49,1,8,nw19.bmp,neg,word,100,3220.JPG,1400,maske_10.bmp,0,499376,495176,499486,none,none,none,none,none,none,none,yes,no,500886,501850
49,1,9,Wneu02_.bmp,pos,face,60,2341.jpg,1390,maske_10.bmp,50,503616,503686,503746,none,none,none,none,none,none,none,no,yes,505136,506730
49,1,10,nw7.bmp,neg,word,90,9830.jpg,1360,maske_4.bmp,50,508516,508616,508676,none,none,none,none,none,none,none,yes,no,510036,510922
49,1,11,empty5.png,pos,empty,30,2040.jpg,1420,maske_5.bmp,50,512696,512736,512796,none,none,none,none,none,none,none,no,yes,514216,516393
49,1,12,empty7.png,pos,empty,40,1721.jpg,1410,maske_1.bmp,50,518166,518216,518276,none,none,none,none,none,none,none,yes,no,519686,522122
49,1,13,nw27.bmp,neg,word,50,9415.jpg,1400,maske_11.bmp,50,523886,523946,524006,none,none,none,none,none,none,none,yes,no,525406,527082
49,1,14,nw6.bmp,pos,word,90,2550.jpg,1360,maske_7.bmp,50,528846,528946,529006,none,none,none,none,none,none,none,no,yes,530366,532073
49,1,15,Mneu11_.bmp,neg,face,50,9180.JPG,1400,maske_4.bmp,50,533845,533905,533965,none,none,none,none,none,none,none,yes,no,535365,536402
49,1,16,W02.bmp,pos,face,50,2260.JPG,1400,maske_8.bmp,50,538176,538236,538296,none,none,none,none,none,none,none,no,yes,539696,541306
49,1,17,nw25.bmp,neg,word,30,2900.1.jpg,1420,maske_7.bmp,50,543066,543106,543166,none,none,none,none,none,none,none,yes,no,544586,545666
49,1,18,W16.bmp,neg,face,70,9331.jpg,1380,maske_3.bmp,50,547425,547505,547566,none,none,none,none,none,none,none,yes,no,548946,551185
49,1,19,Wneu03_.bmp,pos,face,100,2345.jpg,1400,maske_8.bmp,0,552966,547505,553076,none,none,none,none,none,none,none,no,yes,554476,555538
49,1,20,M16_.bmp,pos,face,70,2345.jpg,1380,maske_5.bmp,50,557316,557396,557456,none,none,none,none,none,none,none,yes,no,558836,561314
49,1,21,nw13.bmp,neg,word,60,9830.jpg,1390,maske_12.bmp,50,563075,563145,563205,none,none,none,none,none,none,none,yes,no,564595,565370
49,1,22,nw14.bmp,neg,word,70,3181.jpg,1380,maske_4.bmp,50,567145,567225,567285,none,none,none,none,none,none,none,yes,no,568665,569505
49,1,23,cs2.bmp,neg,prod,80,9830.jpg,1370,maske_3.bmp,50,571276,571366,571426,none,none,none,none,none,none,none,yes,no,572796,573826
49,1,24,empty10.png,neg,empty,30,9280.jpg,1420,maske_8.bmp,50,575596,575636,575696,none,none,none,none,none,none,none,yes,no,577116,578474
49,1,25,cs9.bmp,neg,prod,100,9830.jpg,1400,maske_12.bmp,0,580235,575636,580345,none,none,none,none,none,none,none,yes,no,581745,582674
