subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
10,2,0,cs21.bmp,pos,prod,70,13,5038296,5046892
10,2,1,Mneu25_.bmp,neg,face,100,11,5047596,5053028
10,2,2,Wneu03_.bmp,neg,face,40,12,5053665,5057308
10,2,3,Mneu20_.bmp,neg,face,80,14,5057946,5061357
10,2,4,cs11.bmp,neg,prod,50,7,5061996,5066948
10,2,5,nw3.bmp,neg,word,90,9,5067585,5073548
10,2,6,cs30.bmp,pos,prod,40,13,5074184,5078341
10,2,7,cs2.bmp,neg,prod,80,10,5078985,5083028
10,2,8,nw13.bmp,neg,word,60,9,5083665,5085404
10,2,9,cs19.bmp,neg,prod,60,5,5086045,5088636
10,2,10,cs8.bmp,neg,prod,40,12,5089275,5093356
10,2,11,nw27.bmp,pos,word,80,9,5093995,5096509
10,2,12,nw30.bmp,neg,word,80,9,5097145,5098660
10,2,13,PM04.bmp,pos,face,80,11,5099304,5102236
10,2,14,cs1.bmp,pos,prod,90,5,5102876,5105828
10,2,15,W16.bmp,pos,face,60,8,5106464,5108308
10,2,16,Mneu01_.bmp,neg,face,50,8,5108944,5114037
10,2,17,W02.bmp,pos,face,100,5,5114675,5117276
10,2,18,W04.bmp,pos,face,50,7,5117914,5119988
10,2,19,nw21.bmp,pos,word,70,9,5120624,5122468
10,2,20,cs9.bmp,neg,prod,100,3,5123104,5125732
10,2,21,nw22.bmp,pos,word,40,9,5126373,5127868
10,2,22,cs24.bmp,pos,prod,60,5,5128505,5130957
10,2,23,W07.bmp,neg,face,60,9,5131593,5135228
10,2,24,M14.bmp,pos,face,90,10,5135864,5139684
10,2,25,cs13.bmp,neg,prod,90,12,5140332,5145244
10,2,26,nw20.bmp,neg,word,50,9,5145883,5147132
10,2,27,nw2.bmp,neg,word,70,9,5147777,5149549
10,2,28,nw19.bmp,pos,word,50,9,5150194,5151332
10,2,29,cs17.bmp,neg,prod,30,7,5151975,5154460
10,2,30,cs22.bmp,pos,prod,100,5,5155103,5161844
10,2,31,nw25.bmp,neg,word,100,9,5162485,5164188
10,2,32,nw26.bmp,pos,word,90,9,5164833,5167549
10,2,33,Mneu05_.bmp,pos,face,70,6,5168193,5170428
10,2,34,cs29.bmp,pos,prod,80,4,5171063,5174092
10,2,35,nw28.bmp,pos,word,30,9,5174732,5176060
10,2,36,Mneu18_.bmp,neg,face,90,12,5176703,5179572
10,2,37,M07.bmp,pos,face,30,8,5180213,5183117
10,2,38,nw14.bmp,pos,word,100,9,5183752,5185148
10,2,39,M02_.bmp,pos,face,40,7,5185794,5187884
10,2,40,nw6.bmp,neg,word,30,9,5188523,5190260
10,2,41,cs4.bmp,neg,prod,70,3,5190902,5192940
10,2,42,cs5.bmp,pos,prod,30,6,5193583,5198132
10,2,43,Wneu02_.bmp,neg,face,70,3,5198771,5201573
10,2,44,nw10.bmp,neg,word,40,9,5202213,5203820
10,2,45,Wneu05_.bmp,neg,face,30,8,5204462,5208100
10,2,46,nw18.bmp,pos,word,60,9,5208742,5210204
10,2,47,cs6.bmp,pos,prod,50,5,5210841,5212876
