subject_nr,condition,trialnr,cs_filename,us_valenz,cs_type,cs_duration,us_filename,us_duration,postmask_filename,postmask_duration,time_cs_us,time_postmask_us,time_us,perception1_response,perception2_response,perception3_response,perception4_response,perception5_response,perception6_response,time_practice_perception_rating,impression1_response,impression2_response,time_impression_rating,time_practice_trial_logger
43,1,0,Mneu25_.bmp,neg,face,80,6831.jpg,1370,maske_8.bmp,50,451778,451868,451928,none,none,none,none,none,none,none,yes,no,453298,454344
43,1,1,nw22.bmp,pos,word,60,2550.jpg,1390,maske_9.bmp,50,456138,456208,456268,none,none,none,none,none,none,none,no,yes,457658,458431
43,1,2,M14.bmp,neg,face,70,9320.jpg,1380,maske_12.bmp,50,460188,460268,460328,none,none,none,none,none,none,none,yes,no,461708,463143
43,1,3,Mneu24_.bmp,neg,face,60,7359.jpg,1390,maske_4.bmp,50,464917,464988,465048,none,none,none,none,none,none,none,yes,no,466438,468176
43,1,4,nw21.bmp,neg,word,40,2053.JPG,1410,maske_9.bmp,50,469938,469988,470048,none,none,none,none,none,none,none,no,yes,471458,472168
43,1,5,nw28.bmp,neg,word,30,3300.jpg,1420,maske_3.bmp,50,473928,473968,474028,none,none,none,none,none,none,none,yes,no,475448,477431
43,1,6,W12.bmp,pos,face,50,4626.jpg,1400,maske_5.bmp,50,479198,479258,479318,none,none,none,none,none,none,none,no,yes,480718,481575
43,1,7,W04.bmp,pos,face,40,2080.jpg,1410,maske_8.bmp,50,483338,483388,483448,none,none,none,none,none,none,none,yes,no,484858,485408
43,1,8,cs11.bmp,pos,prod,80,2340.JPG,1370,maske_5.bmp,50,487178,487268,487328,none,none,none,none,none,none,none,no,yes,488698,489368
43,1,9,nw2.bmp,pos,word,50,8420.JPG,1400,maske_10.bmp,50,491138,491198,491258,none,none,none,none,none,none,none,yes,no,492658,493407
43,1,10,cs8.bmp,pos,prod,100,2057.jpg,1400,maske_6.bmp,0,495167,491198,495277,none,none,none,none,none,none,none,no,yes,496677,497391
43,1,11,nw8.bmp,neg,word,70,9611.jpg,1380,maske_10.bmp,50,499147,499227,499287,none,none,none,none,none,none,none,yes,no,500667,501472
43,1,12,W02.bmp,pos,face,60,4626.jpg,1390,maske_4.bmp,50,503238,503308,503368,none,none,none,none,none,none,none,no,yes,504758,505576
43,1,13,cs19.bmp,neg,prod,40,7359.jpg,1410,maske_4.bmp,50,507348,507398,507458,none,none,none,none,none,none,none,yes,no,508868,509456
43,1,14,Mneu01_.bmp,neg,face,30,9415.jpg,1420,maske_9.bmp,50,511217,511257,511317,none,none,none,none,none,none,none,yes,no,512737,515935
43,1,15,empty5.png,neg,empty,30,9561.jpg,1420,maske_7.bmp,50,517698,517738,517798,none,none,none,none,none,none,none,yes,no,519218,520808
43,1,16,Mneu18_.bmp,neg,face,90,2141.jpg,1360,maske_8.bmp,50,522588,522688,522748,none,none,none,none,none,none,none,yes,no,524108,525736
43,1,17,nw19.bmp,pos,word,70,2070.jpg,1380,maske_3.bmp,50,527497,527577,527637,none,none,none,none,none,none,none,yes,no,529017,531975
43,1,18,empty8.png,neg,empty,40,2141.jpg,1410,maske_9.bmp,50,533737,533787,533847,none,none,none,none,none,none,none,yes,no,535257,536328
43,1,19,cs28.bmp,neg,prod,80,9830.jpg,1370,maske_2.bmp,50,538088,538178,538238,none,none,none,none,none,none,none,yes,no,539608,541040
43,1,20,PM04.bmp,pos,face,80,8540.JPG,1370,maske_10.bmp,50,542807,542897,542957,none,none,none,none,none,none,none,no,yes,544327,545175
43,1,21,nw7.bmp,pos,word,100,2058.jpg,1400,maske_7.bmp,0,546947,542897,547057,none,none,none,none,none,none,none,no,yes,548457,550263
