subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
28,2,0,cs13.bmp,pos,prod,30,13,4529451,4534316
28,2,1,nw21.bmp,neg,word,40,10,4534999,4537472
28,2,2,nw19.bmp,neg,word,50,11,4538112,4540106
28,2,3,nw4.bmp,pos,word,60,12,4540741,4543009
28,2,4,cs17.bmp,neg,prod,60,14,4543643,4546488
28,2,5,cs5.bmp,neg,prod,100,9,4547123,4549210
28,2,6,nw8.bmp,neg,word,30,10,4549852,4551716
28,2,7,W07.bmp,pos,face,60,12,4552353,4554368
28,2,8,Mneu11_.bmp,pos,face,30,14,4555002,4557132
28,2,9,nw6.bmp,neg,word,100,7,4557771,4559862
28,2,10,nw11.bmp,neg,word,90,6,4560502,4562233
28,2,11,M02_.bmp,neg,face,70,8,4562886,4565038
28,2,12,nw27.bmp,pos,word,50,9,4565673,4567357
28,2,13,cs26.bmp,neg,prod,80,11,4567998,4569913
28,2,14,nw30.bmp,pos,word,80,10,4570552,4572432
28,2,15,cs4.bmp,pos,prod,90,7,4573085,4575127
28,2,16,Wneu05_.bmp,pos,face,90,11,4575761,4577338
28,2,17,Wneu02_.bmp,neg,face,90,12,4577972,4580654
28,2,18,M16_.bmp,neg,face,50,10,4581292,4584401
28,2,19,cs2.bmp,pos,prod,40,8,4585042,4586906
28,2,20,cs30.bmp,pos,prod,60,12,4587541,4589412
28,2,21,nw13.bmp,neg,word,70,10,4590067,4591983
28,2,22,M07.bmp,neg,face,80,10,4592622,4594912
28,2,23,cs29.bmp,neg,prod,70,8,4595551,4598134
28,2,24,cs21.bmp,neg,prod,40,11,4598771,4600966
28,2,25,cs3.bmp,neg,prod,30,10,4601602,4603696
28,2,26,cs15.bmp,pos,prod,80,9,4604331,4605746
28,2,27,nw9.bmp,neg,word,80,6,4606381,4608020
28,2,28,Wneu03_.bmp,pos,face,100,11,4608662,4610488
28,2,29,nw28.bmp,pos,word,70,7,4611131,4613078
28,2,30,cs19.bmp,neg,prod,90,9,4613711,4617264
28,2,31,cs11.bmp,pos,prod,50,7,4617902,4619668
28,2,32,Mneu18_.bmp,neg,face,40,8,4620312,4622216
28,2,33,nw25.bmp,pos,word,40,8,4622849,4624943
28,2,34,cs8.bmp,neg,prod,50,9,4625581,4627872
28,2,35,Mneu24_.bmp,neg,face,100,10,4628510,4630455
28,2,36,PM04.bmp,neg,face,60,10,4631101,4638534
28,2,37,M14.bmp,pos,face,80,10,4639170,4650901
28,2,38,cs22.bmp,pos,prod,70,10,4651541,4655153
28,2,39,nw10.bmp,neg,word,60,10,4655790,4657151
28,2,40,W02.bmp,pos,face,70,11,4657790,4659529
28,2,41,Mneu05_.bmp,pos,face,40,11,4660170,4664542
28,2,42,nw5.bmp,pos,word,30,7,4665180,4666955
28,2,43,nw20.bmp,pos,word,100,12,4667590,4669836
28,2,44,Mneu25_.bmp,pos,face,50,9,4670470,4672585
28,2,45,cs10.bmp,pos,prod,100,6,4673220,4675197
28,2,46,W20.bmp,neg,face,30,13,4675840,4677609
28,2,47,nw2.bmp,pos,word,90,9,4678249,4679988
