subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
1,1,0,cs4.bmp,neg,prod,40,12,2469911,2473299
1,1,1,nw13.bmp,pos,word,30,2,2473985,2477123
1,1,2,nw25.bmp,neg,word,100,0,2477767,2481091
1,1,3,cs13.bmp,pos,prod,100,18,2481728,2483883
1,1,4,Wneu03_.bmp,neg,face,80,11,2484526,2487308
1,1,5,cs14.bmp,neg,prod,80,13,2487948,2490236
1,1,6,Mneu11_.bmp,pos,face,30,11,2490879,2493259
1,1,7,cs8.bmp,pos,prod,40,13,2493900,2496563
1,1,8,nw14.bmp,pos,word,80,0,2497206,2498779
1,1,9,cs5.bmp,pos,prod,80,11,2499417,2502955
1,1,10,nw11.bmp,pos,word,70,3,2503598,2505548
1,1,11,Mneu20_.bmp,pos,face,70,18,2506188,2508475
1,1,12,W04.bmp,pos,face,50,11,2509120,2511267
1,1,13,cs10.bmp,neg,prod,90,7,2511908,2513787
1,1,14,Mneu18_.bmp,neg,face,90,10,2514427,2517011
1,1,15,nw7.bmp,neg,word,60,0,2517647,2520091
1,1,16,M16_.bmp,pos,face,90,10,2520736,2523476
1,1,17,cs28.bmp,neg,prod,70,10,2524119,2526123
1,1,18,nw26.bmp,pos,word,50,0,2526767,2528347
1,1,19,cs2.bmp,pos,prod,70,12,2528987,2530835
1,1,20,nw20.bmp,neg,word,50,0,2531477,2533203
1,1,21,W20.bmp,pos,face,60,10,2533848,2535787
1,1,22,cs21.bmp,neg,prod,50,13,2536439,2538283
1,1,23,W02.bmp,neg,face,100,12,2538929,2540748
1,1,24,nw27.bmp,pos,word,90,0,2541387,2542955
1,1,25,cs1.bmp,pos,prod,30,9,2543598,2545459
1,1,26,cs15.bmp,neg,prod,30,9,2546098,2547691
1,1,27,nw28.bmp,neg,word,30,0,2548337,2550203
1,1,28,nw18.bmp,pos,word,100,0,2550848,2552347
1,1,29,nw10.bmp,neg,word,80,0,2552987,2554723
1,1,30,Mneu24_.bmp,neg,face,50,10,2555367,2557124
1,1,31,cs6.bmp,neg,prod,100,11,2557768,2560339
1,1,32,nw8.bmp,pos,word,40,0,2560977,2562739
1,1,33,nw6.bmp,neg,word,40,0,2563377,2564587
1,1,34,cs22.bmp,pos,prod,50,9,2565227,2566955
1,1,35,M02_.bmp,pos,face,40,11,2567598,2569043
1,1,36,W03.bmp,pos,face,100,11,2569688,2572291
1,1,37,cs17.bmp,pos,prod,90,14,2572938,2574796
1,1,38,nw4.bmp,neg,word,70,0,2575438,2577132
1,1,39,M07.bmp,pos,face,80,11,2577777,2579155
1,1,40,cs24.bmp,pos,prod,60,10,2579797,2581659
1,1,41,M14.bmp,neg,face,70,10,2582297,2584395
1,1,42,nw30.bmp,pos,word,60,0,2585038,2586635
1,1,43,nw19.bmp,neg,word,90,0,2587277,2588867
1,1,44,cs26.bmp,neg,prod,60,10,2589507,2590955
1,1,45,W12.bmp,neg,face,60,11,2591599,2593100
1,1,46,Mneu25_.bmp,neg,face,40,11,2593737,2595395
1,1,47,Wneu02_.bmp,neg,face,30,11,2596039,2597635
