subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
36,2,0,M16_.bmp,neg,face,60,15,4331141,4335457
36,2,1,cs15.bmp,pos,prod,30,18,4336158,4342209
36,2,2,nw20.bmp,pos,word,60,18,4342847,4345529
36,2,3,W07.bmp,neg,face,30,18,4346166,4348753
36,2,4,cs8.bmp,pos,prod,40,18,4349396,4353426
36,2,5,nw11.bmp,neg,word,70,18,4354073,4355905
36,2,6,nw6.bmp,neg,word,40,18,4356546,4360129
36,2,7,W16.bmp,pos,face,80,17,4360766,4363537
36,2,8,nw14.bmp,pos,word,90,18,4364176,4368713
36,2,9,nw30.bmp,pos,word,40,18,4369358,4371873
36,2,10,W20.bmp,pos,face,100,18,4372516,4376409
36,2,11,nw8.bmp,pos,word,80,18,4377047,4379513
36,2,12,nw7.bmp,pos,word,30,18,4380155,4382513
36,2,13,nw10.bmp,neg,word,90,18,4383157,4385729
36,2,14,nw3.bmp,pos,word,50,18,4386365,4388897
36,2,15,nw27.bmp,neg,word,50,18,4389535,4391617
36,2,16,cs6.bmp,pos,prod,100,16,4392255,4396721
36,2,17,Mneu25_.bmp,pos,face,50,16,4397365,4400401
36,2,18,cs28.bmp,neg,prod,30,12,4401047,4403801
36,2,19,cs24.bmp,pos,prod,60,15,4404444,4406617
36,2,20,cs11.bmp,pos,prod,70,14,4407265,4409977
36,2,21,cs21.bmp,neg,prod,80,18,4410616,4413161
36,2,22,PM04.bmp,neg,face,100,17,4413805,4416705
36,2,23,cs19.bmp,neg,prod,40,12,4417345,4420609
36,2,24,W03.bmp,pos,face,30,16,4421245,4423546
36,2,25,nw22.bmp,neg,word,100,18,4424185,4426457
36,2,26,nw4.bmp,pos,word,70,18,4427102,4429089
36,2,27,cs30.bmp,neg,prod,60,18,4429728,4431737
36,2,28,cs5.bmp,neg,prod,50,18,4432373,4435633
36,2,29,cs1.bmp,neg,prod,100,16,4436275,4438385
36,2,30,W02.bmp,pos,face,60,16,4439023,4441129
36,2,31,nw25.bmp,pos,word,100,18,4441765,4443625
36,2,32,M14.bmp,pos,face,90,17,4444266,4447065
36,2,33,cs2.bmp,pos,prod,50,17,4447703,4450193
36,2,34,cs3.bmp,neg,prod,90,17,4450834,4453057
36,2,35,M02_.bmp,neg,face,70,16,4453693,4455881
36,2,36,Wneu05_.bmp,pos,face,70,18,4456523,4459369
36,2,37,nw19.bmp,neg,word,60,18,4460003,4461649
36,2,38,Mneu05_.bmp,neg,face,40,16,4462285,4464785
36,2,39,cs17.bmp,pos,prod,90,16,4465424,4468281
36,2,40,nw13.bmp,neg,word,80,18,4468923,4470705
36,2,41,Mneu24_.bmp,neg,face,90,16,4471344,4473593
36,2,42,Mneu11_.bmp,neg,face,50,18,4474232,4476185
36,2,43,Wneu02_.bmp,pos,face,40,18,4476824,4479585
36,2,44,nw2.bmp,neg,word,30,18,4480223,4482833
36,2,45,cs13.bmp,neg,prod,70,18,4483474,4485257
36,2,46,M07.bmp,neg,face,80,16,4485893,4490545
36,2,47,cs26.bmp,pos,prod,80,16,4491182,4493104
