subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
45,1,0,Wneu02_.bmp,pos,face,50,13,2482039,2485732
45,1,1,W16.bmp,pos,face,80,14,2486420,2490099
45,1,2,nw13.bmp,pos,word,100,8,2490743,2493124
45,1,3,W07.bmp,pos,face,100,13,2493763,2497500
45,1,4,nw7.bmp,neg,word,30,4,2498143,2502340
45,1,5,cs1.bmp,neg,prod,100,9,2502983,2508987
45,1,6,nw27.bmp,neg,word,70,2,2509621,2513396
45,1,7,PM04.bmp,neg,face,50,10,2514033,2517348
45,1,8,nw8.bmp,neg,word,40,9,2517983,2520236
45,1,9,Mneu01_.bmp,pos,face,60,9,2520872,2525235
45,1,10,nw20.bmp,pos,word,40,5,2525884,2528420
45,1,11,W04.bmp,neg,face,90,12,2529062,2531708
45,1,12,Wneu05_.bmp,neg,face,70,12,2532342,2534804
45,1,13,nw9.bmp,pos,word,30,4,2535442,2537908
45,1,14,cs10.bmp,pos,prod,90,6,2538552,2541611
45,1,15,cs2.bmp,pos,prod,50,9,2542250,2544619
45,1,16,cs3.bmp,pos,prod,80,8,2545261,2547492
45,1,17,nw18.bmp,neg,word,90,5,2548131,2552316
45,1,18,nw11.bmp,pos,word,70,5,2552957,2556291
45,1,19,cs26.bmp,pos,prod,30,14,2556931,2560947
45,1,20,cs28.bmp,pos,prod,100,3,2561591,2566404
45,1,21,W20.bmp,pos,face,90,12,2567041,2569764
45,1,22,cs19.bmp,pos,prod,70,9,2570401,2574188
45,1,23,cs5.bmp,neg,prod,90,9,2574831,2577243
45,1,24,nw26.bmp,neg,word,100,2,2577879,2580355
45,1,25,W02.bmp,pos,face,70,12,2580993,2584060
45,1,26,Mneu18_.bmp,neg,face,60,12,2584700,2587788
45,1,27,W03.bmp,neg,face,30,12,2588431,2590651
45,1,28,cs9.bmp,neg,prod,40,9,2591291,2594115
45,1,29,Mneu05_.bmp,neg,face,40,15,2594750,2597131
45,1,30,cs22.bmp,pos,prod,60,10,2597769,2600604
45,1,31,cs13.bmp,neg,prod,30,14,2601242,2604172
45,1,32,nw10.bmp,pos,word,80,8,2604810,2606900
45,1,33,W12.bmp,neg,face,100,13,2607540,2609483
45,1,34,nw5.bmp,neg,word,50,3,2610120,2615419
45,1,35,M14.bmp,neg,face,80,11,2616060,2617860
45,1,36,nw6.bmp,neg,word,60,3,2618500,2621060
45,1,37,nw30.bmp,pos,word,90,0,2621717,2624612
45,1,38,cs8.bmp,pos,prod,40,13,2625252,2627723
45,1,39,nw4.bmp,pos,word,50,8,2628359,2630419
45,1,40,cs30.bmp,neg,prod,80,18,2631059,2633108
45,1,41,nw21.bmp,pos,word,60,12,2633750,2640156
45,1,42,cs15.bmp,neg,prod,60,9,2640802,2643004
45,1,43,cs29.bmp,neg,prod,70,9,2643639,2645683
45,1,44,Mneu20_.bmp,pos,face,40,16,2646319,2648811
45,1,45,cs4.bmp,neg,prod,50,11,2649449,2653836
45,1,46,nw2.bmp,neg,word,80,0,2654489,2656276
45,1,47,Wneu03_.bmp,pos,face,30,12,2656918,2659204
subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
45,1,0,Wneu05_.bmp,neg,face,70,18,2087922,2090655
45,1,1,cs29.bmp,neg,prod,70,9,2091358,2094149
45,1,2,cs10.bmp,pos,prod,90,4,2094787,2098712
45,1,3,M14.bmp,neg,face,80,18,2099347,2101007
45,1,4,nw30.bmp,pos,word,90,9,2101647,2105254
45,1,5,nw26.bmp,neg,word,100,9,2105897,2106969
45,1,6,nw8.bmp,neg,word,40,9,2107606,2109042
45,1,7,cs19.bmp,pos,prod,70,5,2109675,2115236
45,1,8,nw4.bmp,pos,word,50,9,2115875,2119181
45,1,9,cs1.bmp,neg,prod,100,5,2119816,2121929
45,1,10,Mneu01_.bmp,pos,face,60,18,2122566,2124174
45,1,11,nw10.bmp,pos,word,80,9,2124816,2127718
45,1,12,nw21.bmp,pos,word,60,9,2128356,2129747
45,1,13,cs9.bmp,neg,prod,40,4,2130385,2134059
45,1,14,cs5.bmp,neg,prod,90,4,2134697,2136971
45,1,15,nw27.bmp,neg,word,70,9,2137606,2141082
45,1,16,nw2.bmp,neg,word,80,9,2141716,2143442
45,1,17,nw7.bmp,neg,word,30,9,2144085,2145669
45,1,18,cs22.bmp,pos,prod,60,9,2146324,2150740
45,1,19,W04.bmp,neg,face,90,18,2151383,2153368
45,1,20,cs30.bmp,neg,prod,80,12,2154007,2155958
45,1,21,Mneu05_.bmp,neg,face,40,15,2156596,2158800
45,1,22,cs2.bmp,pos,prod,50,10,2159435,2163238
45,1,23,cs3.bmp,pos,prod,80,10,2163876,2165690
45,1,24,nw6.bmp,neg,word,60,9,2166327,2168474
45,1,25,W07.bmp,pos,face,100,18,2169116,2171067
45,1,26,nw20.bmp,pos,word,40,9,2171705,2176968
45,1,27,Wneu03_.bmp,pos,face,30,18,2177606,2179439
45,1,28,W20.bmp,pos,face,90,18,2180077,2181946
45,1,29,cs8.bmp,pos,prod,40,8,2182585,2186719
45,1,30,cs28.bmp,pos,prod,100,0,2187356,2189900
45,1,31,nw11.bmp,pos,word,70,9,2190536,2193766
45,1,32,W02.bmp,pos,face,70,18,2194406,2196409
45,1,33,W12.bmp,neg,face,100,18,2197045,2198613
45,1,34,Mneu20_.bmp,pos,face,40,18,2199255,2201178
45,1,35,cs13.bmp,neg,prod,30,13,2201815,2204382
45,1,36,Mneu18_.bmp,neg,face,60,18,2205026,2206929
45,1,37,W03.bmp,neg,face,30,18,2207566,2209387
45,1,38,nw18.bmp,neg,word,90,9,2210035,2211509
45,1,39,Wneu02_.bmp,pos,face,50,18,2212145,2213615
45,1,40,nw9.bmp,pos,word,30,9,2214255,2215656
45,1,41,PM04.bmp,neg,face,50,18,2216295,2218469
