subject_nr,condition,count_ratings_sequence,cs_filename_rating,us_valenz,cs_type,cs_duration,eval_rating,time_ratings_form,time_ratings_delay
55,1,0,cs2.bmp,neg,prod,60,6,3238227,3243936
55,1,1,nw7.bmp,neg,word,50,8,3244623,3249048
55,1,2,Mneu25_.bmp,neg,face,30,7,3249690,3254344
55,1,3,Mneu24_.bmp,neg,face,100,7,3254997,3257688
55,1,4,nw8.bmp,pos,word,50,8,3258330,3259992
55,1,5,nw18.bmp,neg,word,100,8,3260629,3261920
55,1,6,cs4.bmp,pos,prod,90,9,3262559,3270232
55,1,7,nw20.bmp,pos,word,100,8,3270871,3272872
55,1,8,cs5.bmp,pos,prod,30,9,3273510,3275680
55,1,9,nw6.bmp,neg,word,40,8,3276319,3278472
55,1,10,cs11.bmp,neg,prod,50,3,3279109,3281264
55,1,11,cs26.bmp,pos,prod,40,14,3281899,3283848
55,1,12,W04.bmp,neg,face,50,6,3284497,3289640
55,1,13,cs15.bmp,neg,prod,30,9,3290280,3293808
55,1,14,cs21.bmp,pos,prod,70,10,3294450,3297136
55,1,15,cs29.bmp,pos,prod,100,12,3297781,3300031
55,1,16,W20.bmp,neg,face,70,5,3300685,3303184
55,1,17,nw2.bmp,pos,word,40,8,3303820,3305632
55,1,18,W03.bmp,pos,face,60,8,3306269,3309456
55,1,19,nw5.bmp,pos,word,80,9,3310100,3311272
55,1,20,nw14.bmp,neg,word,80,9,3311912,3313232
55,1,21,Mneu05_.bmp,pos,face,30,6,3313869,3316639
55,1,22,Wneu03_.bmp,pos,face,70,6,3317279,3321952
55,1,23,cs19.bmp,neg,prod,80,3,3322590,3325304
55,1,24,W12.bmp,pos,face,90,5,3325942,3328608
55,1,25,nw25.bmp,neg,word,90,9,3329249,3333128
55,1,26,Mneu01_.bmp,pos,face,100,6,3333769,3340192
55,1,27,cs3.bmp,neg,prod,40,13,3340830,3363736
55,1,28,cs14.bmp,neg,prod,100,11,3364381,3369104
55,1,29,cs13.bmp,pos,prod,60,10,3369739,3371392
55,1,30,W07.bmp,pos,face,80,9,3372030,3374144
55,1,31,cs30.bmp,neg,prod,70,12,3374778,3377496
55,1,32,M14.bmp,pos,face,50,6,3378141,3379848
55,1,33,W16.bmp,neg,face,90,6,3380489,3382752
55,1,34,cs24.bmp,pos,prod,50,7,3383389,3394440
55,1,35,Mneu20_.bmp,neg,face,40,6,3395088,3397000
55,1,36,cs28.bmp,neg,prod,90,6,3397638,3406400
55,1,37,M07.bmp,neg,face,60,6,3407039,3408344
55,1,38,Wneu02_.bmp,pos,face,40,7,3408979,3413896
55,1,39,nw10.bmp,pos,word,30,9,3414539,3416056
55,1,40,M02_.bmp,neg,face,80,6,3416700,3418464
55,1,41,nw27.bmp,neg,word,70,9,3419098,3420920
55,1,42,nw22.bmp,neg,word,60,9,3421557,3423264
55,1,43,nw21.bmp,pos,word,60,9,3423898,3425112
55,1,44,nw9.bmp,pos,word,90,9,3425748,3427216
55,1,45,nw13.bmp,pos,word,70,9,3427858,3430648
55,1,46,cs17.bmp,pos,prod,80,14,3431296,3437568
55,1,47,nw26.bmp,neg,word,30,9,3438208,3441608
