subject_nr,blocknr,trialnr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1,vis_option_6_resp,vis_option_5_resp,vis_option_4_resp,vis_option_3_resp,vis_option_2_resp,vis_option_1_resp,time_gesehen_form,time_trial_logger
2,1,0,cs7.bmp,neu,30,7000.jpg,1000,maske_8.bmp,500,maske_11.bmp,970,7504.jpg,7620.JPG,7000.jpg,5455.jpg,5731.jpg,2580.jpg,no,no,no,no,yes,no,11449,12319
2,1,1,cs17.bmp,neu,900,5510.jpg,1000,maske_12.bmp,500,maske_6.bmp,100,8211.jpg,1313.jpg,7830.jpg,7490.jpg,5510.jpg,7211.jpg,no,no,no,no,yes,no,14885,15857
2,1,2,cs11.bmp,neg,30,9007.jpg,1000,maske_6.bmp,500,maske_5.bmp,970,cs13.bmp,cs15.bmp,cs11.bmp,cs12.bmp,cs26.bmp,cs2.bmp,no,no,no,no,no,yes,18319,20284
2,1,3,cs16.bmp,neg,100,9435.jpg,1000,maske_3.bmp,500,maske_12.bmp,900,cs5.bmp,cs16.bmp,cs13.bmp,cs30.bmp,cs29.bmp,cs26.bmp,no,yes,no,no,no,no,22743,24053
2,1,4,cs10.bmp,pos,30,5831.jpg,1000,maske_6.bmp,500,maske_11.bmp,970,cs1.bmp,cs22.bmp,cs6.bmp,cs4.bmp,cs24.bmp,cs10.bmp,yes,no,no,no,no,no,26520,28025
2,1,5,cs14.bmp,neu,900,7830.jpg,1000,maske_2.bmp,500,maske_11.bmp,100,5535.jpg,7080.jpg,5920.JPG,7490.jpg,7830.jpg,2620.jpg,no,no,no,no,yes,no,30497,31507
2,1,6,cs8.bmp,pos,30,1721.jpg,1000,maske_3.bmp,500,maske_12.bmp,970,cs8.bmp,cs6.bmp,cs4.bmp,cs10.bmp,cs1.bmp,cs18.bmp,no,no,no,no,yes,no,34273,35521
2,1,7,cs20.bmp,pos,30,2050.jpg,1000,maske_1.bmp,500,maske_10.bmp,970,cs27.bmp,cs10.bmp,cs1.bmp,cs25.bmp,cs4.bmp,cs20.bmp,no,yes,no,no,no,no,37979,40587
2,1,8,cs19.bmp,neg,900,9415.jpg,1000,maske_6.bmp,500,maske_9.bmp,100,cs19.bmp,cs29.bmp,cs9.bmp,cs12.bmp,cs30.bmp,cs16.bmp,yes,no,no,no,no,no,43051,44279
2,1,9,cs2.bmp,neg,30,6311.jpg,1000,maske_10.bmp,500,maske_5.bmp,970,cs13.bmp,cs2.bmp,cs26.bmp,cs30.bmp,cs16.bmp,cs19.bmp,no,no,no,no,yes,no,46744,47490
2,1,10,cs4.bmp,pos,900,1920.JPG,1000,maske_6.bmp,500,maske_5.bmp,100,cs21.bmp,cs18.bmp,cs1.bmp,cs4.bmp,cs25.bmp,cs24.bmp,no,no,no,yes,no,no,49956,51128
2,1,11,cs18.bmp,pos,30,2311.jpg,1000,maske_9.bmp,500,maske_11.bmp,970,cs4.bmp,cs18.bmp,cs25.bmp,cs22.bmp,cs6.bmp,cs10.bmp,no,no,no,yes,no,no,53591,54568
2,1,12,cs30.bmp,neg,30,9280.jpg,1000,maske_6.bmp,500,maske_9.bmp,970,cs16.bmp,cs9.bmp,cs29.bmp,cs5.bmp,cs30.bmp,cs19.bmp,yes,no,no,no,no,no,57038,58171
2,1,13,cs6.bmp,pos,30,2311.jpg,1000,maske_8.bmp,500,maske_11.bmp,970,cs6.bmp,cs27.bmp,cs4.bmp,cs24.bmp,cs22.bmp,cs1.bmp,no,no,no,yes,no,no,60627,62561
2,1,14,cs18.bmp,pos,30,2260.JPG,1000,maske_9.bmp,500,maske_5.bmp,970,cs22.bmp,cs4.bmp,cs21.bmp,cs1.bmp,cs18.bmp,cs8.bmp,yes,no,no,no,no,no,65027,66506
2,1,15,cs1.bmp,pos,100,1460.JPG,1000,maske_12.bmp,500,maske_3.bmp,900,cs20.bmp,cs4.bmp,cs1.bmp,cs10.bmp,cs27.bmp,cs8.bmp,no,no,yes,no,no,no,68980,70051
2,1,16,cs29.bmp,neg,30,9007.jpg,1000,maske_11.bmp,500,maske_6.bmp,970,cs29.bmp,cs5.bmp,cs30.bmp,cs16.bmp,cs12.bmp,cs26.bmp,no,yes,no,no,no,no,72521,74128
2,1,17,cs3.bmp,neu,100,5740.jpg,1000,maske_10.bmp,500,maske_4.bmp,900,2220.jpg,7490.jpg,2580.jpg,7640.jpg,5740.jpg,2487.jpg,no,no,no,no,yes,no,76593,77607
2,1,18,cs19.bmp,neg,900,9180.JPG,1000,maske_7.bmp,500,maske_5.bmp,100,cs29.bmp,cs19.bmp,cs2.bmp,cs16.bmp,cs15.bmp,cs9.bmp,no,yes,no,no,no,no,80075,80901
2,1,19,cs22.bmp,pos,900,7330.JPG,1000,maske_11.bmp,500,maske_6.bmp,100,cs22.bmp,cs25.bmp,cs4.bmp,cs10.bmp,cs24.bmp,cs6.bmp,yes,no,no,no,no,no,83675,84743
subject_nr,blocknr,trialnr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1,vis_option_6_resp,vis_option_5_resp,vis_option_4_resp,vis_option_3_resp,vis_option_2_resp,vis_option_1_resp,time_gesehen_form,time_trial_logger
2,1,0,cs23.bmp,neu,30,7233.jpg,1000,maske_4.bmp,500,maske_2.bmp,970,7000.jpg,5731.jpg,4631.JPG,2220.jpg,2580.jpg,7233.jpg,no,yes,no,no,no,no,123997,128674
2,1,1,cs6.bmp,pos,30,2311.jpg,1000,maske_8.bmp,500,maske_11.bmp,970,cs6.bmp,cs27.bmp,cs4.bmp,cs24.bmp,cs22.bmp,cs1.bmp,no,no,no,yes,no,no,131257,135887
2,1,2,cs27.bmp,pos,100,2345.jpg,1000,maske_3.bmp,500,maske_2.bmp,900,cs27.bmp,cs20.bmp,cs24.bmp,cs1.bmp,cs8.bmp,cs18.bmp,yes,no,no,no,no,no,138352,139884
2,1,3,cs29.bmp,neg,30,9007.jpg,1000,maske_11.bmp,500,maske_6.bmp,970,cs29.bmp,cs5.bmp,cs30.bmp,cs16.bmp,cs12.bmp,cs26.bmp,no,yes,no,no,no,no,142339,143577
2,1,4,cs3.bmp,neu,100,5740.jpg,1000,maske_10.bmp,500,maske_4.bmp,900,2220.jpg,7490.jpg,2580.jpg,7640.jpg,5740.jpg,2487.jpg,no,no,no,no,yes,no,146034,150464
2,1,5,cs23.bmp,neu,30,7490.jpg,1000,maske_9.bmp,500,maske_3.bmp,970,1121.jpg,7187.jpg,7503.JPG,7211.jpg,7080.jpg,7490.jpg,no,no,no,no,no,yes,152928,154681
2,1,6,cs18.bmp,pos,30,2260.JPG,1000,maske_9.bmp,500,maske_5.bmp,970,cs22.bmp,cs4.bmp,cs21.bmp,cs1.bmp,cs18.bmp,cs8.bmp,no,no,yes,no,no,no,157151,160829
2,1,7,cs17.bmp,neu,900,5510.jpg,1000,maske_12.bmp,500,maske_6.bmp,100,8211.jpg,1313.jpg,7830.jpg,7490.jpg,5510.jpg,7211.jpg,no,no,no,no,yes,no,163293,165147
2,1,8,cs4.bmp,pos,900,2340.JPG,1000,maske_6.bmp,500,maske_1.bmp,100,cs22.bmp,cs18.bmp,cs20.bmp,cs21.bmp,cs1.bmp,cs4.bmp,no,no,no,no,no,yes,167611,168925
2,1,9,cs4.bmp,pos,900,1920.JPG,1000,maske_6.bmp,500,maske_5.bmp,100,cs21.bmp,cs18.bmp,cs1.bmp,cs4.bmp,cs25.bmp,cs24.bmp,no,no,no,yes,no,no,171388,172678
2,1,10,cs7.bmp,neu,30,1616.jpg,1000,maske_11.bmp,500,maske_3.bmp,970,7090.jpg,7080.jpg,7187.jpg,7620.JPG,1616.jpg,8211.jpg,no,no,no,no,yes,no,175258,175971
2,1,11,cs11.bmp,neg,30,9007.jpg,1000,maske_6.bmp,500,maske_5.bmp,970,cs13.bmp,cs15.bmp,cs11.bmp,cs12.bmp,cs26.bmp,cs2.bmp,no,no,yes,no,no,no,178434,179560
2,1,12,cs29.bmp,neg,30,3181.jpg,1000,maske_3.bmp,500,maske_7.bmp,970,cs29.bmp,cs19.bmp,cs26.bmp,cs16.bmp,cs15.bmp,cs9.bmp,no,no,no,no,yes,no,182022,183097
2,1,13,cs20.bmp,pos,30,2050.jpg,1000,maske_1.bmp,500,maske_10.bmp,970,cs27.bmp,cs10.bmp,cs1.bmp,cs25.bmp,cs4.bmp,cs20.bmp,no,no,no,no,yes,no,185541,186463
2,1,14,cs26.bmp,neg,900,6311.jpg,1000,maske_9.bmp,500,maske_3.bmp,100,cs5.bmp,cs26.bmp,cs30.bmp,cs11.bmp,cs12.bmp,cs13.bmp,no,yes,no,no,no,no,188918,190547
2,1,15,cs7.bmp,neu,30,1121.jpg,1000,maske_11.bmp,500,maske_5.bmp,970,4631.JPG,7090.jpg,1313.jpg,7640.jpg,7000.jpg,1121.jpg,no,no,no,no,no,yes,193011,194421
2,1,16,cs3.bmp,neu,100,2487.jpg,1000,maske_1.bmp,500,maske_3.bmp,900,5455.jpg,7004.jpg,1121.jpg,7233.jpg,2620.jpg,2487.jpg,no,no,no,no,no,yes,196882,198277
2,1,17,cs8.bmp,pos,30,1721.jpg,1000,maske_3.bmp,500,maske_12.bmp,970,cs8.bmp,cs6.bmp,cs4.bmp,cs10.bmp,cs1.bmp,cs18.bmp,no,yes,no,no,no,no,200741,202216
2,1,18,cs5.bmp,neg,30,6831.jpg,1000,maske_3.bmp,500,maske_7.bmp,970,cs16.bmp,cs12.bmp,cs9.bmp,cs29.bmp,cs5.bmp,cs13.bmp,no,no,no,no,no,yes,204671,206440
2,1,19,cs11.bmp,neg,30,6831.jpg,1000,maske_8.bmp,500,maske_2.bmp,970,cs11.bmp,cs9.bmp,cs12.bmp,cs26.bmp,cs15.bmp,cs5.bmp,no,no,yes,no,no,no,208906,210725
2,1,20,cs22.bmp,pos,900,2216.jpg,1000,maske_8.bmp,500,maske_12.bmp,100,cs27.bmp,cs18.bmp,cs4.bmp,cs21.bmp,cs24.bmp,cs22.bmp,no,no,no,no,no,yes,213189,216282
2,1,21,cs24.bmp,pos,30,2341.jpg,1000,maske_9.bmp,500,maske_3.bmp,970,cs6.bmp,cs10.bmp,cs4.bmp,cs24.bmp,cs20.bmp,cs18.bmp,no,no,no,yes,no,no,218742,219948
2,1,22,cs30.bmp,neg,30,9280.jpg,1000,maske_6.bmp,500,maske_9.bmp,970,cs16.bmp,cs9.bmp,cs29.bmp,cs5.bmp,cs30.bmp,cs19.bmp,no,no,no,no,no,yes,222401,223496
2,1,23,cs18.bmp,pos,30,2311.jpg,1000,maske_9.bmp,500,maske_11.bmp,970,cs4.bmp,cs18.bmp,cs25.bmp,cs22.bmp,cs6.bmp,cs10.bmp,no,yes,no,no,no,no,225953,227732
2,1,24,cs12.bmp,neg,30,9000.jpg,1000,maske_3.bmp,500,maske_9.bmp,970,cs15.bmp,cs5.bmp,cs12.bmp,cs9.bmp,cs16.bmp,cs30.bmp,no,yes,no,no,no,no,230189,231329
2,1,25,cs7.bmp,neu,30,5510.jpg,1000,maske_2.bmp,500,maske_11.bmp,970,2635.jpg,7080.jpg,5510.jpg,7187.jpg,1935.jpg,5920.JPG,no,no,no,no,no,yes,233800,236509
2,1,26,cs16.bmp,neg,100,9435.jpg,1000,maske_3.bmp,500,maske_12.bmp,900,cs5.bmp,cs16.bmp,cs13.bmp,cs30.bmp,cs29.bmp,cs26.bmp,no,yes,no,no,no,no,238978,241637
2,1,27,cs23.bmp,neu,30,5395.jpg,1000,maske_3.bmp,500,maske_7.bmp,970,2635.jpg,5395.jpg,2575.jpg,2620.jpg,7550.jpg,5731.jpg,no,yes,no,no,no,no,244095,247928
2,1,28,cs22.bmp,pos,900,7330.JPG,1000,maske_11.bmp,500,maske_6.bmp,100,cs22.bmp,cs25.bmp,cs4.bmp,cs10.bmp,cs24.bmp,cs6.bmp,yes,no,no,no,no,no,250378,252825
2,1,29,cs26.bmp,neg,900,9415.jpg,1000,maske_10.bmp,500,maske_11.bmp,100,cs26.bmp,cs11.bmp,cs12.bmp,cs29.bmp,cs19.bmp,cs9.bmp,yes,no,no,no,no,no,255285,256743
2,1,30,cs8.bmp,pos,30,8461.jpg,1000,maske_4.bmp,500,maske_5.bmp,970,cs18.bmp,cs8.bmp,cs6.bmp,cs21.bmp,cs24.bmp,cs20.bmp,no,yes,no,no,no,no,259202,261892
2,1,31,cs10.bmp,pos,30,5831.jpg,1000,maske_6.bmp,500,maske_11.bmp,970,cs1.bmp,cs22.bmp,cs6.bmp,cs4.bmp,cs24.bmp,cs10.bmp,no,no,yes,no,no,no,264354,265457
2,1,32,cs6.bmp,pos,30,2550.jpg,1000,maske_10.bmp,500,maske_2.bmp,970,cs25.bmp,cs1.bmp,cs6.bmp,cs18.bmp,cs24.bmp,cs21.bmp,no,no,yes,no,no,no,267919,268955
