subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating
3;4;12;pas_5;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.148;1;1;5;0.001;1
3;4;13;pas_3;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Crow 2.jpg;0.159;1;1;2;0.001;1
3;4;14;pas_5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.149;1;1;5;0.001;1
3;4;15;pas_5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Office supplies 3.jpg;0.15;1;1;5;0.001;1
3;4;16;pas_5;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Fire hydrant 1.jpg;0.151;1;1;5;0.001;2
3;5;1;pas_5;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Storage 1.jpg;0.152;1;-1;6;0.0005;6
3;5;2;pas_3;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.16;1;1;2;0.001;1
3;5;3;pas_3;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Neutral face 4.jpg;0.161;1;1;2;0.001;1
3;5;4;pas_5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Dirt 3.jpg;0.1515;-1;1;7;0.0005;1
3;5;5;pas_3;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Paper 5.jpg;0.162;1;1;2;0.001;1
3;5;6;pas_3;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Fence 5.jpg;0.163;1;1;2;0.001;1
3;5;7;pas_5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.152;1;1;7;0.0005;1
3;5;8;pas_5;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Barrels 1.jpg;0.1525;1;1;7;0.0005;1
3;5;9;pas_3;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Bored pose 1.jpg;0.164;1;-1;3;0.001;6
3;5;10;pas_3;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Keyboard 3.jpg;0.163;-1;-1;3;0.001;4
3;5;11;pas_5;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.153;1;1;7;0.0005;1
3;5;12;pas_5;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Destruction 9.jpg;0.1535;1;1;7;0.0005;1
3;5;13;pas_5;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Roofing 2.jpg;0.154;1;1;7;0.0005;1
3;5;14;pas_3;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.162;-1;1;4;0.001;1
3;5;15;pas_3;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Swingset 1.jpg;0.163;1;1;4;0.001;1
3;5;16;pas_5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Car 2.jpg;0.1545;1;-1;8;0.0005;6
3;6;1;pas_5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Toilet 1.jpg;0.154;-1;1;9;0.0005;1
3;6;2;pas_5;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Drink 2.jpg;0.1545;1;1;9;0.0005;1
3;6;3;pas_3;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.164;1;1;4;0.001;1
3;6;4;pas_3;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.165;1;1;4;0.001;1
3;6;5;pas_3;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Timber 1.jpg;0.166;1;1;4;0.001;1
3;6;6;pas_5;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Yarn 2.jpg;0.155;1;1;9;0.0005;1
3;6;7;pas_3;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Keys 1.jpg;0.167;1;-1;5;0.001;6
3;6;8;pas_5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Cups 4.jpg;0.1555;1;1;9;0.0005;1
3;6;9;pas_3;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Bark 2.jpg;0.166;-1;1;6;0.0005;1
3;6;10;pas_5;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Roofing 1.jpg;0.156;1;1;9;0.0005;1
3;6;11;pas_5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Neutral pose 3.jpg;0.1565;1;1;9;0.0005;1
3;6;12;pas_5;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Soccer 1.jpg;0.157;1;1;9;0.0005;3
3;6;13;pas_3;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Roofing 4.jpg;0.1665;1;1;6;0.0005;1
3;6;14;pas_3;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.167;1;1;6;0.0005;1
3;6;15;pas_3;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Bark 5.jpg;0.1675;1;1;6;0.0005;1
3;6;16;pas_5;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Prison 1.jpg;0.1575;1;1;9;0.0005;1
