subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating;VF_pos;VF_neg
6;1;1;pas_5;positive;R   O   B   F;maske_2.bmp;maske_1.bmp;Penguins 2.jpg;0.225;1;1;0;0.004;4;no;yes
6;1;2;pas_3;negative;G   U   T   Z;maske_1.bmp;maske_2.bmp;Fire 7.jpg;0.02;-1;1;35;0.0005;4;no;yes
6;1;3;pas_3;positive;L   E   M   K;maske_2.bmp;maske_1.bmp;Mother 6.jpg;0.0205;1;-1;36;0.0005;4;no;yes
6;1;4;pas_3;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Miserable face 2.jpg;0.02;-1;1;37;0.0005;4;no;yes
6;1;5;pas_3;positive;H   E   L   K;maske_2.bmp;maske_1.bmp;Lake 12.jpg;0.0205;1;-1;38;0.0005;4;no;yes
6;1;6;pas_5;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Depressed pose 1.jpg;0.229;1;1;0;0.004;4;no;yes
6;1;7;pas_5;positive;B   J   O   F;maske_1.bmp;maske_2.bmp;Beach 7.jpg;0.233;1;1;0;0.004;4;no;yes
6;1;8;pas_3;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Feces 1.jpg;0.02;-1;1;39;0.0005;4;no;yes
6;1;9;pas_3;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Nude couple 7.jpg;0.0205;1;-1;40;0.0005;4;no;yes
6;1;10;pas_3;negative;N   U   G   Z;maske_2.bmp;maske_1.bmp;Animal carcass 1.jpg;0.02;-1;1;41;0.0005;4;no;yes
6;1;11;pas_3;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Hangover 1.jpg;0.0205;1;-1;42;0.0005;4;no;yes
6;1;12;pas_3;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Flood 1.jpg;0.02;-1;1;43;0.0005;4;no;yes
6;1;13;pas_5;positive;B   O   R   F;maske_1.bmp;maske_2.bmp;Baby 6.jpg;0.237;1;1;0;0.004;4;no;yes
6;1;14;pas_3;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Siblings 1.jpg;0.0205;1;-1;44;0.0005;4;no;yes
6;1;15;pas_5;positive;J   O   R   B;maske_1.bmp;maske_2.bmp;Bird 1.jpg;0.241;1;1;0;0.004;4;no;yes
6;1;16;pas_5;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Toilet 4.jpg;0.245;1;1;0;0.004;4;no;yes
