subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
3;1;1;pas_5;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Sad face 1.jpg;0.1295;L   E   M   K;T   U   G   Z;K   E   H   M;G   N   U   Z;no;yes;no;no;no;yes
3;1;2;pas_5;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Destruction 2.jpg;0.1295;H   E   L   K;Z   U   N   G;Z   U   N   T;M   E   H   K;no;yes;no;no;no;yes
3;1;3;pas_3;negative;P   A   W   S;maske_1.bmp;maske_2.bmp;Garbage dump 5.jpg;0.12;W   A   P   S;B   O   R   F;J   O   R   B;P   A   W   S;no;no;yes;no;no;yes
3;1;4;pas_3;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Zebra 1.jpg;0.12;B   O   R   F;F   O   R   B;S   A   P   V;P   S   A   V;no;yes;no;no;yes;no
3;1;5;pas_3;negative;S   W   A   P;maske_2.bmp;maske_1.bmp;Scared face 4.jpg;0.12;S   P   A   V;S   W   A   P;J   O   B   F;J   O   R   F;no;yes;no;no;no;yes
3;1;6;pas_5;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Alcohol 5.jpg;0.1295;G   U   T   Z;K   E   L   M;H   E   M   K;G   N   U   Z;no;yes;no;no;yes;no
3;1;7;pas_3;negative;S   A   P   V;maske_1.bmp;maske_2.bmp;Jail 1.jpg;0.12;V   A   P   S;B   J   O   F;F   R   O   B;S   A   P   V;no;no;no;yes;no;yes
3;1;8;pas_5;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Frustrated pose 3.jpg;0.1295;G   U   T   Z;K   E   L   M;K   L   E   H;G   N   U   Z;no;no;no;yes;no;yes
3;1;9;pas_3;positive;R   O   B   F;maske_2.bmp;maske_1.bmp;Baby 8.jpg;0.12;W   A   P   S;R   O   B   F;F   R   O   B;S   P   A   V;no;yes;no;no;yes;no
