subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating
9;1;1;pas_3;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Neutral face 4.jpg;0.06;0;1;0;0.004;1
9;1;2;pas_3;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Swingset 1.jpg;0.064;1;1;0;0.004;1
9;1;3;pas_3;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Toilet 3.jpg;0.068;1;1;0;0.004;1
9;1;4;pas_5;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Cups 4.jpg;0.085;0;1;0;0.004;1
9;1;5;pas_3;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Roofing 4.jpg;0.072;1;1;0;0.004;1
9;1;6;pas_5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Storage 1.jpg;0.089;1;1;0;0.004;2
9;1;7;pas_5;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Roofing 3.jpg;0.093;1;1;0;0.004;2
9;1;8;pas_5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.097;1;1;0;0.004;2
9;1;9;pas_5;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Neutral face 1.jpg;0.101;1;1;0;0.004;2
9;1;10;pas_3;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.076;1;1;0;0.004;2
9;1;11;pas_5;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.105;1;1;0;0.004;3
9;1;12;pas_5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Drink 2.jpg;0.109;1;1;0;0.004;2
9;1;13;pas_3;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Skyscraper 2.jpg;0.08;1;1;0;0.004;2
9;1;14;pas_3;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Timber 1.jpg;0.084;1;1;0;0.004;2
9;1;15;pas_5;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Keyboard 3.jpg;0.113;1;1;0;0.004;2
9;1;16;pas_3;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.088;1;1;0;0.004;3
9;2;1;pas_3;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Fire hydrant 4.jpg;0.088;1;1;0;0.004;3
