subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
6;1;1;pas_5;negative;P   S   A   V;maske_1.bmp;maske_2.bmp;Flood 1.jpg;0.1025;P   S   A   V;R   O   B   F;V   A   S   P;B   O   R   F;yes;no;no;no;no;yes
6;1;2;pas_5;negative;S   P   A   V;maske_1.bmp;maske_2.bmp;Angry face 4.jpg;0.1025;J   O   R   F;S   A   P   V;F   R   O   B;S   P   A   V;no;no;no;yes;yes;no
6;1;3;pas_3;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Explosion 6.jpg;0.0905;K   L   E   M;K   E   L   M;T   U   N   G;N   U   G   Z;yes;no;no;no;no;yes
6;1;4;pas_3;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Chipmunk 1.jpg;0.0905;K   L   E   H;H   E   M   K;Z   U   N   G;T   U   G   Z;yes;no;no;no;yes;no
6;1;5;pas_3;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Dessert 5.jpg;0.0905;Z   U   N   G;K   E   L   M;Z   U   N   T;K   L   E   H;yes;no;no;no;yes;no
6;1;6;pas_3;negative;G   U   T   Z;maske_1.bmp;maske_2.bmp;Pollution 1.jpg;0.0905;G   U   N   T;K   L   E   M;H   E   L   K;G   U   T   Z;no;no;no;yes;yes;no
6;1;7;pas_3;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Cat 5.jpg;0.0905;N   U   G   Z;H   E   M   K;T   U   N   G;K   E   L   M;no;no;no;yes;yes;no
6;1;8;pas_5;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Mother 5.jpg;0.1025;R   O   B   F;P   S   A   V;B   J   O   F;S   P   A   V;no;no;yes;no;yes;no
6;1;9;pas_3;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Gun 1.jpg;0.0905;G   N   U   Z;T   U   G   Z;K   E   H   M;K   L   E   H;no;no;no;yes;yes;no
6;1;10;pas_5;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Fence 4.jpg;0.1025;S   P   A   V;J   O   R   B;W   A   P   S;J   O   B   F;no;no;yes;no;yes;no
6;1;11;pas_3;negative;Z   U   N   T;maske_1.bmp;maske_2.bmp;Prison 2.jpg;0.0905;Z   U   N   G;L   E   M   K;H   E   L   K;Z   U   N   T;no;no;no;yes;yes;no
6;1;12;pas_5;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Penguins 2.jpg;0.1025;J   O   R   F;S   W   A   P;J   O   B   F;V   A   P   S;no;no;yes;no;yes;no
6;1;13;pas_3;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Happy pose 2.jpg;0.0905;K   E   H   M;G   N   U   Z;K   L   E   M;N   U   G   Z;no;no;yes;no;yes;no
6;1;14;pas_5;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Collaboration 1.jpg;0.1025;S   A   P   V;V   A   S   P;J   O   R   B;R   O   B   F;no;no;no;yes;yes;no
6;1;15;pas_3;negative;G   U   N   T;maske_1.bmp;maske_2.bmp;Sad face 1.jpg;0.0905;L   E   M   K;G   U   N   T;T   U   N   G;K   E   L   M;no;no;no;yes;yes;no
6;1;16;pas_3;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.0905;T   U   N   G;G   U   T   Z;M   E   H   K;K   L   E   M;no;no;no;yes;yes;no
6;1;17;pas_5;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Yoga 3.jpg;0.1025;S   A   P   V;W   A   P   S;B   O   R   F;J   O   B   F;no;no;yes;no;yes;no
