subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating;VF_pos;VF_neg
5;1;1;pas_3;negative;M   E   H   K;maske_1.bmp;maske_2.bmp;Explosion 6.jpg;0.072;-1;-1;7;0.0005;4;no;yes
5;1;2;pas_3;negative;L   E   M   K;maske_1.bmp;maske_2.bmp;Frustrated pose 5.jpg;0.0715;-1;-1;7;0.0005;4;no;yes
5;1;3;pas_5;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Baby 6.jpg;0.113;1;1;8;0.0005;5;yes;no
5;1;4;pas_3;negative;K   L   E   H;maske_2.bmp;maske_1.bmp;Destruction 7.jpg;0.071;-1;1;8;0.0005;2;no;yes
5;1;5;pas_3;positive;G   U   N   T;maske_2.bmp;maske_1.bmp;Elephant 1.jpg;0.0715;1;-1;9;0.0005;4;yes;no
5;1;6;pas_5;negative;V   A   P   S;maske_2.bmp;maske_1.bmp;Car crash 1.jpg;0.113;1;1;8;0.0005;5;no;yes
5;1;7;pas_5;negative;S   A   P   V;maske_1.bmp;maske_2.bmp;Depressed pose 1.jpg;0.113;1;1;8;0.0005;5;no;yes
5;1;8;pas_5;negative;P   S   A   V;maske_1.bmp;maske_2.bmp;Flood 1.jpg;0.113;1;1;8;0.0005;5;no;yes
5;1;9;pas_3;positive;G   U   T   Z;maske_2.bmp;maske_1.bmp;Parade 1.jpg;0.071;-1;-1;9;0.0005;5;yes;no
5;1;10;pas_3;positive;Z   U   N   T;maske_1.bmp;maske_2.bmp;Birthday 1.jpg;0.0705;-1;-1;9;0.0005;4;yes;no
5;1;11;pas_3;positive;N   U   G   Z;maske_2.bmp;maske_1.bmp;Beach 5.jpg;0.07;-1;-1;9;0.0005;4;yes;no
5;1;12;pas_3;positive;T   U   N   G;maske_2.bmp;maske_1.bmp;Alcohol 5.jpg;0.0695;-1;-1;9;0.0005;4;yes;no
5;1;13;pas_3;positive;T   U   G   Z;maske_2.bmp;maske_1.bmp;Excited face 3.jpg;0.069;-1;-1;9;0.0005;3;yes;no
5;1;14;pas_3;negative;K   L   E   M;maske_1.bmp;maske_2.bmp;Pollution 1.jpg;0.069;-1;-1;9;0.0005;4;no;yes
5;1;15;pas_3;negative;H   E   M   K;maske_2.bmp;maske_1.bmp;Flood 2.jpg;0.0685;-1;-1;9;0.0005;5;no;yes
5;1;16;pas_5;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Zebra 1.jpg;0.113;1;1;8;0.0005;5;yes;no
5;1;17;pas_3;negative;K   E   H   M;maske_1.bmp;maske_2.bmp;Dog 31.jpg;0.068;-1;-1;9;0.0005;3;no;yes
5;1;18;pas_5;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Dog 23.jpg;0.113;1;1;8;0.0005;3;no;yes
