subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating
6;1;1;pas_3;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.06;0;1;0;0.004;1
6;1;2;pas_5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Pinecone 2.jpg;0.085;0;1;0;0.004;1
6;1;3;pas_3;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Bark 2.jpg;0.064;1;1;0;0.004;1
6;1;4;pas_5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.089;1;1;0;0.004;1
6;1;5;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.093;1;1;0;0.004;1
6;1;6;pas_3;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.068;1;1;0;0.004;1
6;1;7;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Skyscraper 2.jpg;0.097;1;1;0;0.004;1
6;1;8;pas_3;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Fire hydrant 1.jpg;0.072;1;1;0;0.004;1
6;1;9;pas_3;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Roofing 4.jpg;0.076;1;1;0;0.004;1
6;1;10;pas_5;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Soccer 1.jpg;0.101;1;1;0;0.004;1
6;1;11;pas_3;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.08;1;1;0;0.004;1
6;1;12;pas_3;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Cardboard 2.jpg;0.084;1;1;0;0.004;1
6;1;13;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.105;1;1;0;0.004;2
6;1;14;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.109;1;1;0;0.004;5
6;1;15;pas_5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.109;1;1;0;0.004;5
6;1;16;pas_3;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Rocks 3.jpg;0.088;1;1;0;0.004;3
6;2;1;pas_3;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.088;1;1;0;0.004;2
6;2;2;pas_5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Office supplies 3.jpg;0.109;1;1;0;0.004;4
6;2;3;pas_3;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.092;1;1;0;0.004;1
6;2;4;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Office supplies 4.jpg;0.113;1;1;0;0.004;5
6;2;5;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Swingset 1.jpg;0.113;1;1;0;0.004;5
6;2;6;pas_3;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Roofing 2.jpg;0.096;1;-1;1;0.004;4
6;2;7;pas_5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.113;1;1;0;0.004;2
6;2;8;pas_3;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Drink 2.jpg;0.092;-1;1;2;0.001;2
6;2;9;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Yarn 2.jpg;0.117;1;1;0;0.004;5
6;2;10;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.117;1;1;0;0.004;5
6;2;11;pas_3;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Neutral face 4.jpg;0.093;1;1;2;0.001;2
6;2;12;pas_5;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Barrels 1.jpg;0.117;1;-1;1;0.004;6
6;2;13;pas_3;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Toilet 3.jpg;0.094;1;-1;3;0.001;4
6;2;14;pas_3;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Bed 1.jpg;0.093;-1;1;4;0.001;2
6;2;15;pas_3;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Car 2.jpg;0.094;1;1;4;0.001;1
6;2;16;pas_5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.113;-1;-1;1;0.004;5
6;3;1;pas_3;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.095;1;1;4;0.001;2
6;3;2;pas_3;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Dirt 3.jpg;0.096;1;1;4;0.001;2
6;3;3;pas_3;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Keys 1.jpg;0.097;1;1;4;0.001;2
6;3;4;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Destruction 9.jpg;0.113;-1;1;2;0.001;2
6;3;5;pas_3;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Cups 4.jpg;0.098;1;1;4;0.001;2
6;3;6;pas_5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.114;1;1;2;0.001;5
6;3;7;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Storage 1.jpg;0.114;1;1;2;0.001;5
6;3;8;pas_5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.114;1;-1;3;0.001;6
6;3;9;pas_5;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.113;-1;1;4;0.001;2
6;3;10;pas_3;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Toilet 1.jpg;0.099;1;1;4;0.001;3
6;3;11;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Keyboard 2.jpg;0.114;1;1;4;0.001;5
6;3;12;pas_3;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Bark 1.jpg;0.099;1;1;4;0.001;2
6;3;13;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Neutral pose 3.jpg;0.114;1;1;4;0.001;5
6;3;14;pas_3;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Rocks 2.jpg;0.1;1;1;4;0.001;2
6;3;15;pas_3;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Timber 1.jpg;0.101;1;-1;5;0.001;4
6;3;16;pas_5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Bark 5.jpg;0.114;1;1;4;0.001;5
6;4;1;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Cups 4.jpg;0.114;1;1;4;0.001;5
6;4;2;pas_3;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.1;-1;-1;5;0.001;5
6;4;3;pas_5;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Pinecone 2.jpg;0.114;1;1;4;0.001;5
6;4;4;pas_3;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Office supplies 4.jpg;0.099;-1;-1;5;0.001;3
6;4;5;pas_3;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Bark 1.jpg;0.099;-1;-1;5;0.001;4
6;4;6;pas_5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Fire hydrant 4.jpg;0.114;1;1;4;0.001;5
6;4;7;pas_3;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Swingset 1.jpg;0.098;-1;-1;5;0.001;3
6;4;8;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Soccer 1.jpg;0.114;1;1;4;0.001;3
6;4;9;pas_3;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Neutral face 4.jpg;0.098;-1;-1;5;0.001;3
6;4;10;pas_5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Bed 1.jpg;0.115;1;1;4;0.001;2
6;4;11;pas_3;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Bark 4.jpg;0.098;-1;1;6;0.0005;2
6;4;12;pas_5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Car 2.jpg;0.116;1;1;4;0.001;2
6;4;13;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.117;1;1;4;0.001;2
6;4;14;pas_3;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Keys 1.jpg;0.0985;1;1;6;0.0005;2
6;4;15;pas_3;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.099;1;1;6;0.0005;3
6;4;16;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Bored pose 1.jpg;0.118;1;-1;5;0.001;6
6;5;1;pas_3;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.099;1;-1;7;0.0005;5
6;5;2;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Railroad 1.jpg;0.117;-1;-1;5;0.001;6
6;5;3;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Rocks 3.jpg;0.116;-1;-1;5;0.001;6
6;5;4;pas_5;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Toilet 3.jpg;0.115;-1;-1;5;0.001;6
6;5;5;pas_5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Destruction 9.jpg;0.114;-1;-1;5;0.001;5
6;5;6;pas_3;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Storage 1.jpg;0.0985;-1;-1;7;0.0005;5
6;5;7;pas_3;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Timber 1.jpg;0.098;-1;-1;7;0.0005;5
6;5;8;pas_3;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Fire hydrant 1.jpg;0.0975;-1;-1;7;0.0005;5
6;5;9;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.114;-1;-1;5;0.001;6
6;5;10;pas_5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.113;-1;-1;5;0.001;6
6;5;11;pas_3;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Bark 2.jpg;0.097;-1;-1;7;0.0005;5
6;5;12;pas_5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.112;-1;-1;5;0.001;6
6;5;13;pas_3;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Drink 2.jpg;0.0965;-1;-1;7;0.0005;5
6;5;14;pas_3;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Rocks 2.jpg;0.096;-1;-1;7;0.0005;5
6;5;15;pas_3;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.0955;-1;-1;7;0.0005;5
6;5;16;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.111;-1;-1;5;0.001;6
6;6;1;pas_5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Keyboard 2.jpg;0.11;-1;-1;5;0.001;6
6;6;2;pas_3;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Roofing 4.jpg;0.095;-1;-1;7;0.0005;6
6;6;3;pas_3;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Barrels 1.jpg;0.0945;-1;-1;7;0.0005;6
6;6;4;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Bark 5.jpg;0.109;-1;-1;5;0.001;5
6;6;5;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Roofing 3.jpg;0.109;-1;-1;5;0.001;6
6;6;6;pas_3;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Neutral pose 3.jpg;0.094;-1;-1;7;0.0005;6
6;6;7;pas_3;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Yarn 2.jpg;0.0935;-1;-1;7;0.0005;5
6;6;8;pas_5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Skyscraper 2.jpg;0.108;-1;-1;5;0.001;6
6;6;9;pas_3;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.093;-1;-1;7;0.0005;6
6;6;10;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Roofing 2.jpg;0.107;-1;-1;5;0.001;6
6;6;11;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.106;-1;-1;5;0.001;6
6;6;12;pas_3;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Office supplies 3.jpg;0.0925;-1;1;8;0.0005;2
6;6;13;pas_5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.105;-1;1;6;0.0005;3
