subjnr;adaptation_target;us_valence;eval_rating;cs_filename
2;pas_3;negative;15;F   O   R   B
2;pas_5;positive;16;Z   U   N   G
2;pas_3;positive;17;S   W   A   P
2;pas_5;positive;4;N   U   G   Z
2;pas_3;negative;15;J   O   R   F
2;pas_5;negative;18;K   E   H   M
2;pas_5;positive;17;T   U   N   G
2;pas_5;negative;17;H   E   L   K
2;pas_5;positive;15;G   U   T   Z
2;pas_3;negative;18;F   R   O   B
2;pas_3;positive;17;S   P   A   V
2;pas_3;negative;7;J   O   B   F
2;pas_3;negative;11;B   J   O   F
2;pas_3;positive;2;P   S   A   V
2;pas_5;negative;17;K   E   L   M
2;pas_3;negative;11;B   O   R   F
2;pas_3;negative;12;J   O   R   B
2;pas_3;negative;1;R   O   B   F
2;pas_3;positive;6;V   A   P   S
2;pas_5;negative;7;M   E   H   K
2;pas_5;positive;12;G   U   N   T
2;pas_3;positive;6;W   A   P   S
2;pas_5;negative;17;L   E   M   K
2;pas_5;negative;19;K   L   E   H
2;pas_3;positive;6;P   A   W   S
2;pas_3;positive;1;S   A   P   V
2;pas_5;positive;4;G   N   U   Z
2;pas_5;negative;16;K   L   E   M
2;pas_5;positive;1;T   U   G   Z
2;pas_5;negative;16;H   E   M   K
2;pas_3;positive;5;V   A   S   P
2;pas_5;positive;12;Z   U   N   T
